서울특별시 종로구,서울특별시 용산구,서울특별시 송파구,부산광역시 서구,부산광역시 동구,부산광역시 영도구,부산광역시 부산진구,부산광역시 남구,부산광역시 해운대구,부산광역시 사하구,부산광역시 강서구,부산광역시 수영구,부산광역시 기장군,대구광역시 중구,대구광역시 동구,대구광역시 수성구,인천광역시 중구,인천광역시 연수구,인천광역시 강화군,광주광역시 서구,대전광역시 중구,대전광역시 유성구,울산광역시 중구,울산광역시 남구,울산광역시 동구,울산광역시 북구,경기도 수원시 팔달구,경기도 안산시 단원구,경기도 용인시 처인구,경기도 파주시,경기도 이천시,경기도 광주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군,강원도 춘천시,강원도 원주시,강원도 강릉시,강원도 동해시,강원도 태백시,강원도 속초시,강원도 삼척시,강원도 홍천군,강원도 횡성군,강원도 영월군,강원도 평창군,강원도 정선군,강원도 철원군,강원도 고성군,강원도 양양군,충청북도 청주시 흥덕구,충청북도 청주시 청원구,충청북도 충주시,충청북도 제천시,충청북도 보은군,충청북도 단양군,충청남도 천안시 동남구,충청남도 공주시,충청남도 보령시,충청남도 아산시,충청남도 서산시,충청남도 논산시,충청남도 당진시,충청남도 부여군,충청남도 서천군,충청남도 홍성군,충청남도 예산군,충청남도 태안군,전라북도 전주시 완산구,전라북도 전주시 덕진구,전라북도 군산시,전라북도 익산시,전라북도 정읍시,전라북도 남원시,전라북도 완주군,전라북도 무주군,전라북도 고창군,전라북도 부안군,전라남도 목포시,전라남도 여수시,전라남도 순천시,전라남도 나주시,전라남도 광양시,전라남도 담양군,전라남도 구례군,전라남도 고흥군,전라남도 보성군,전라남도 화순군,전라남도 장흥군,전라남도 강진군,전라남도 해남군,전라남도 영암군,전라남도 무안군,전라남도 영광군,전라남도 완도군,전라남도 진도군,전라남도 신안군,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 상주시,경상북도 문경시,경상북도 청송군,경상북도 영덕군,경상북도 울진군,경상남도 진주시,경상남도 통영시,경상남도 사천시,경상남도 김해시,경상남도 밀양시,경상남도 거제시,경상남도 창녕군,경상남도 남해군,경상남도 하동군,경상남도 함양군,제주특별자치도 제주시,제주특별자치도 서귀포시
282690,258720,292292,63062,76213,53886,196382,84860,237128,74016,93963,126415,212832,175276,163696,128715,273082,114699,80996,102960,120412,129832,69760,103350,49044,79394,160696,145442,104124,156636,103945,141943,74922,86182,18589,59104,108431,83994,82560,197634,55577,21041,122815,50084,74190,73451,15659,90667,33440,13414,58111,121256,79500,61490,55552,34432,16776,21697,107041,82176,72201,82799,53813,37132,69994,33197,37165,37112,44418,44385,101675,70202,79914,52825,30126,22500,46607,36162,25445,39931,76606,89898,68623,35928,33460,47218,17132,23662,52308,35857,21607,16959,25769,20971,41568,26022,17688,15404,17415,136132,125754,175314,34774,53737,66221,23347,31648,32959,19066,85240,48627,63396,69670,61427,118570,39174,93407,31761,40105,19481,13026,,
336177,230182,258897,49215,76131,36925,184439,73511,162232,54806,80589,78344,78539,177890,122609,111262,173976,82151,24811,102196,96609,118885,62137,106211,26753,53444,140909,110131,78531,86445,79012,86953,45672,49977,12334,33347,54467,57536,62767,87589,25028,12849,60208,24412,32614,28536,10157,39845,22719,9062,25613,31392,70587,52638,37206,23188,8219,12633,87372,53030,27683,61251,32135,29686,31720,19356,16814,23115,25041,18775,85907,74370,43451,44004,21894,16812,31410,21099,15805,16121,55542,57113,45504,29143,24102,23229,8504,9551,12926,21107,9213,9558,16011,18047,27385,12496,10833,10247,10003,68672,62912,90907,25403,38277,56851,15843,24795,23663,9568,21938,18967,50929,39160,32023,89079,21041,53246,17939,16425,10574,9957,,
390649,285133,297710,49892,82580,38701,205631,77965,174118,60428,89012,86637,79101,198960,134386,125085,187028,95619,26290,118728,110526,134844,66507,114943,29506,53228,163460,124515,91903,100010,90799,103822,51864,57260,14387,40523,63945,65500,76987,92251,29034,13464,62983,25951,38836,33565,11025,46278,24125,10697,25437,31394,81481,60979,43045,27109,9878,13107,101380,61278,31231,71576,35318,28960,36235,20369,18835,25317,28176,20259,96220,82535,48465,48747,25084,18219,34973,23472,18059,17405,59125,60929,49279,32084,27010,24561,10437,10634,14430,22460,10131,10220,17120,19449,29384,13749,11496,10597,11166,73759,66983,97793,27738,41408,62775,18240,30798,26591,9546,22129,19262,56065,39429,34464,98280,23522,55507,19136,16524,10779,10436,,
434801,322827,357036,55093,88135,49472,252359,86292,238197,70999,94585,105631,128008,239925,187841,158562,232135,128038,53429,149754,144309,172053,75115,124573,33357,72062,214469,152090,116954,140939,118045,137988,74379,82667,20104,68805,96319,96282,95547,133332,38243,20749,92736,33323,57690,51982,17986,68771,35051,13735,37818,54210,98417,75700,60790,38877,15105,22401,127839,81368,57893,90096,49119,41174,50976,30134,27650,36802,42833,34361,124175,92794,68648,59748,33647,26874,43682,38586,25214,26367,70916,76243,67969,38104,32123,39665,14377,14927,24556,30651,14926,13726,20497,21574,40701,19234,14148,12806,15606,97127,91950,140962,35296,56441,73869,25046,37656,35817,13720,38865,26931,72147,57255,47663,122396,35572,71611,27706,24435,17146,16898,,
304024,281379,286558,53209,80008,44073,194944,75234,210544,63613,94426,89081,137213,182782,180208,131483,228969,107199,48170,110785,120029,137661,74929,105586,31862,68165,171061,132872,105049,130755,101090,122257,72579,81252,18579,57093,93670,80525,93446,111386,32828,25761,77065,31639,51349,53006,17117,68106,34173,13895,33363,47185,81653,62700,56104,33907,15433,23507,112163,73813,52427,79597,46906,35114,47335,27131,25666,32389,40635,30452,101816,76498,60934,51809,29841,24823,44090,38248,25097,24863,60389,65434,57178,35057,28863,44388,14308,14206,20460,32488,12464,13233,18493,19594,34243,19297,14536,12690,14796,91815,84325,132901,33193,57228,66765,23063,33536,34136,13973,40987,27179,65591,52624,46865,113618,37507,68412,28351,25032,17047,17773,,
327019,227660,259223,46523,69156,30620,166844,65599,133891,49873,81037,69720,58360,157370,113705,105015,179492,81224,18312,101315,94970,116428,56505,96790,25022,45277,134922,112711,76061,87842,76670,83931,44111,46805,12318,27961,43843,53728,66387,63475,20778,10332,42479,19528,28416,25055,9665,31790,19942,9958,20444,21353,71292,52410,35691,21253,7200,8919,89537,42780,22838,63146,29988,30891,31115,15290,13388,23176,22424,15054,79810,75003,38369,42464,20532,13987,28880,13606,14147,12219,49048,44121,39835,27750,23870,18330,6401,8175,9425,18806,7560,8011,13124,16073,23090,11066,10054,8655,8321,59860,52949,68844,21055,33657,54840,14279,21463,19680,7348,15353,13504,47631,28252,27098,82199,18061,43818,15672,10135,8300,6704,,
321495,237125,261819,47202,69012,30877,165394,66596,136155,50395,77623,69954,57732,165245,116122,110139,167825,80654,15597,104709,96216,123267,59035,100653,25326,46723,139980,112992,75680,85461,71552,80428,40505,43172,11271,24407,37928,58568,72578,68005,23319,12234,36948,18593,26726,24069,9480,30227,22658,8234,18773,19122,74355,54525,35333,20045,7547,8647,87378,42161,21225,63579,28530,29750,29424,14612,13547,22125,22494,14125,79904,75684,37180,42651,20060,14642,30572,11909,13071,11758,49948,42887,40545,26954,23987,18065,6676,7623,10420,19636,8068,7993,12234,16168,24528,10849,9175,8287,7590,59784,51434,68453,21962,31955,54226,13992,20712,18186,6498,12759,12090,48995,26588,26924,82706,17544,41130,15546,9004,8168,6596,,
368090,254470,287424,51713,75365,34268,184366,70593,147531,56515,87098,78580,65920,182755,120451,117124,181000,86957,17386,105710,100580,126616,61022,108419,28616,48795,153767,123494,81208,90663,76685,85436,44781,46030,13728,26193,41115,62211,73156,67950,24445,12693,35755,18881,27807,23847,9384,31121,20971,10528,16024,18915,78835,56395,37336,21554,7451,8627,90533,43453,21479,67541,29999,24898,30758,14966,13816,22435,23415,13997,81305,77810,38778,43689,20495,14342,32124,11494,13121,11902,49627,42595,42204,29309,25053,18357,7724,8226,10803,19891,8198,8516,12909,17601,26726,11398,8031,7555,7875,64896,55225,71391,23557,35081,57864,14951,21719,19475,7223,13731,12619,50667,27052,28841,88645,20078,44019,17504,9621,8525,6430,,
384873,267262,295955,52492,80406,36976,197044,75466,152963,58226,90958,80073,70881,188437,124718,119809,190664,96037,21811,112674,107906,138823,62680,111844,28785,54534,159941,127323,90926,97221,85168,94410,49067,51100,14192,30369,48563,65477,79489,78015,25408,14431,41619,22356,32537,29921,10869,35530,23093,10015,18132,24828,82840,59976,40044,23896,9020,10446,96100,48991,25114,73685,35179,36167,34634,16964,16155,24919,26655,17050,87982,81884,44252,47372,23680,16994,35188,17216,15673,13567,54051,49158,44987,32698,26596,22419,8230,10439,12508,22364,9153,10120,16039,19924,29450,12954,10969,11236,10771,68565,59162,80569,26224,36995,60459,15848,23206,21897,7982,16127,13565,54117,30709,32887,94052,22875,47812,18803,13387,9898,7944,,
419033,321084,319668,53910,91294,39010,215296,84459,177629,62850,96140,90555,77450,208514,141629,134191,206459,105120,27268,127821,120370,150666,71756,119332,29846,57806,180004,137076,103872,105154,94548,107700,55612,61180,15671,38915,64826,75546,88932,91757,28038,16745,55549,25644,47050,36367,11744,48052,25315,11322,24322,29216,90570,65947,45178,27059,13636,12546,108697,59503,30327,80429,36549,31934,38467,21067,18400,25467,29223,20163,99485,87590,49816,53151,25505,19175,37178,22976,18031,19362,59505,56526,50449,35167,28990,25533,9927,11415,13672,23445,10828,11048,16594,20662,30819,14794,11700,10974,11870,73676,67370,101445,28368,41490,66247,17825,26880,24945,9169,20664,17757,59549,37485,35799,101653,24424,55479,19939,15701,10714,8841,,
502043,369494,385780,57408,99914,53039,269468,97504,249226,75510,97398,115645,130993,258255,202367,173648,250187,141618,54280,167565,154488,187161,81717,131787,35350,79043,241907,170326,131365,148681,126987,145738,79120,94558,20771,67967,103067,109069,115905,139736,40195,35757,95453,35097,76799,58936,18903,78419,42217,16350,39737,52475,105662,81059,71170,41622,18622,23982,139193,99316,59930,97413,51480,43727,53126,31680,28480,38794,44145,35912,136345,101247,70584,66840,35461,26269,48877,45101,25814,28575,72125,79339,67756,41509,34259,41061,14352,15024,19787,32940,14807,14218,20489,23476,40458,19537,13204,12632,16127,101965,98232,150106,34687,58876,78691,25371,33950,36937,14151,38637,27465,79256,58586,47855,130925,37443,73661,26573,26115,16135,13657,,
331260,313421,306446,54515,85154,43632,204431,78880,208979,66213,92023,90116,143774,201367,183505,136757,237929,110958,56256,116791,125486,146593,73724,110383,32612,71642,189486,145339,109104,142746,113213,131045,75670,86905,19886,61536,102633,96197,104493,129553,36032,39954,81808,36155,66808,68055,21867,84094,46813,16866,37188,61140,87916,68123,62535,38153,15212,27656,120690,89350,52862,84878,46494,37235,48303,28433,26658,33454,42145,34041,102033,81085,61526,56031,29032,25000,43522,45393,24360,24872,62350,71085,60239,34537,30849,43413,14843,14127,18734,31891,13089,12503,18375,20430,31616,18068,11630,12797,15216,89531,89229,143571,31702,63305,70594,25079,33592,34014,15043,41592,27861,70240,54720,48558,119493,39067,72712,29773,27174,17440,14907,,
355869,253981,282877,51860,77228,35722,186564,72301,155583,57381,86021,79815,67943,178186,120589,116419,198009,90953,23062,108464,102678,132030,62157,108174,27726,52465,151750,126543,89466,94461,84145,94774,49134,52151,14270,32681,53350,66862,81328,82678,27629,14342,48004,23593,39384,32435,10691,42355,24110,8086,20785,25567,80506,57439,41482,24750,8376,10774,95009,49278,27242,69502,33787,35230,34824,17367,15884,23240,25357,18414,89182,80273,45388,48412,22250,16185,33457,18997,16381,14767,51756,51401,44532,31891,25978,21998,8615,10033,11405,22033,9121,9998,15586,19656,27284,13169,10500,9440,11072,68106,59245,81612,23106,37955,59446,16371,23070,21591,7995,16104,14276,59269,32236,31601,91073,21734,49055,18227,13190,10005,7712,,
383116,268360,294572,52513,79958,36918,191123,74455,159350,59212,88352,81960,70025,185592,124208,123082,190254,96139,21722,114336,106168,141344,67548,114409,28705,53957,154705,127464,93880,101145,90834,98904,52868,44541,15356,32825,49605,66719,81546,81065,26667,17186,45625,24967,35055,30839,11262,39356,24007,10687,20270,27196,84103,60388,42565,25175,9456,11149,102645,48680,27511,76130,35955,34119,35683,17985,16788,25406,27532,18408,91261,85087,46820,49785,23987,17418,36947,18582,15974,15077,52725,53850,47103,33509,27010,22753,8720,10531,12588,23605,8943,10375,15856,20740,28732,13766,11276,9424,11981,70151,61765,82589,26058,39369,61365,16925,24161,22901,8149,17435,15109,54753,32948,32898,95363,22547,50403,18072,13670,10261,8494,,
393312,277418,310690,53331,82718,37593,195663,77688,160127,61117,92110,86559,71637,190013,129359,124692,194450,100814,21900,114139,109285,142656,71410,113593,29007,55772,160938,131051,99108,101009,91005,100720,52907,46118,15043,32609,49487,66442,78378,78568,25561,17557,42434,23378,34881,29960,11033,38128,23499,9607,19539,22814,86560,62554,45141,24485,9453,10529,103110,50203,27309,76987,34775,29475,37304,18376,16024,24564,27998,17747,91507,84975,47587,49356,23035,17049,35994,17609,16146,14083,53948,54012,48558,33855,28292,22984,8268,10401,11435,23767,9359,10203,15992,20812,30284,13724,11495,9656,11241,70426,61182,80811,27524,38218,63076,16834,23259,23989,7860,16989,14788,56217,34025,32875,97811,22509,50499,18738,14350,10453,8424,,
396493,289322,309570,53710,85579,39636,200522,77971,166725,59482,91464,86405,72597,188872,129480,126475,195078,102505,24320,120055,109310,145738,67546,115016,29687,56896,162957,131090,100025,102983,91393,101030,51706,46153,14448,32636,54163,69580,80904,81113,26202,15848,42703,23691,36724,30743,11275,38273,23120,10958,19922,23807,86438,64545,46170,26176,10023,10805,102783,54940,27816,80209,35342,29780,36647,18793,17095,27249,28058,18890,96238,86885,48137,50142,24627,17490,37865,18828,16238,14355,55035,54414,47977,36592,28854,23405,8154,11068,12171,24028,9633,10897,16571,21506,30902,14771,12793,10223,11376,71775,64465,81690,28326,37266,65018,17581,24903,23334,8221,17461,15954,55937,35471,33495,97154,23046,51045,19066,13900,10547,8492,,
425412,337942,342636,54286,93347,42711,219275,83353,179405,64739,96899,91151,78885,208740,144888,140156,210350,110267,29716,132238,120992,155548,68470,123123,30884,60377,182958,145316,111660,108930,105151,115520,58042,54766,16953,40059,68250,78704,89857,89682,28486,17304,53142,24632,46656,36220,12232,49752,28116,11806,24444,27636,92112,68414,50215,29208,10671,12102,112700,58204,32395,85893,38371,32085,39135,20177,19730,26829,29898,22105,102951,90302,50786,54083,26063,18810,39456,24162,17340,16324,60197,59718,53826,37005,30548,25723,9355,11992,13831,26585,10609,10947,16448,22392,32149,14780,12077,10241,10927,75681,70479,96222,29964,43092,70604,18138,27420,27554,8562,18906,16678,64398,40677,35975,105797,26081,55196,19979,14752,11506,9708,,
482188,375457,407527,54996,102953,52084,264561,90456,236585,73885,97504,112244,125070,253481,194650,163560,248353,143834,55510,160109,155623,184869,77149,130942,31934,74205,236111,169255,138619,155504,131410,153478,83015,75755,21429,69881,114985,106901,120385,128619,41476,30629,85835,29853,72545,56168,18514,80435,40702,20494,35460,43172,104601,80827,64922,42282,14834,21464,138475,82257,56343,100825,52158,43189,53425,30565,27967,38984,44491,34609,132764,98180,70684,64214,33807,25660,49329,43566,23924,24816,72026,72801,67331,41650,34515,41548,15539,15932,18934,36399,14227,14514,20601,22698,39672,20267,13902,12086,14293,94719,90520,128980,36707,60009,76638,24579,32040,33223,12821,30294,22443,75292,55178,46416,128747,36801,67945,27391,23413,15711,13271,,
310290,309834,307930,53765,82680,48017,210152,81784,212710,65329,91448,93209,139713,198138,182882,132840,218354,115832,48650,120610,126057,151498,72576,111647,31821,71479,185951,139626,113271,145148,115159,127491,74151,65634,20302,60501,97634,90874,97330,116726,34901,32530,72598,30687,63705,58623,19093,79187,40075,20582,32867,52536,86987,65832,58880,34992,13684,21017,118129,74826,46245,87573,44639,37726,44749,26596,23648,34279,40986,29009,105723,81494,59846,57111,28775,24799,42425,41720,21285,22199,60901,63693,57560,37553,30494,41288,14502,14404,16970,33925,11801,13350,18332,20280,32959,17922,13219,12216,12580,90372,83846,137211,29894,55527,67610,23121,30579,29769,12346,34035,23756,68865,53604,46559,122901,39085,68078,26868,22122,15454,13839,,
369507,273128,307396,54884,78830,38346,197731,76504,157287,59411,88311,85857,71489,187620,125422,122927,183614,97263,22959,115407,110520,139310,72365,114671,29818,55285,161449,135670,97340,99047,89109,99762,54219,46814,15248,32926,50300,69945,83226,78406,26916,13908,46081,22015,35987,28972,10643,39511,21820,11666,20890,23793,84459,59469,46624,24543,8490,9484,98130,50585,25606,75251,34308,30478,36676,18302,15504,25088,28071,17933,93121,87535,46889,50560,24508,17102,35007,16534,15530,13481,56009,51758,47055,34782,27332,22616,7845,10181,11246,24004,9188,10130,15948,21013,28985,13946,11120,9197,9728,74526,63223,79421,24791,38609,63344,17948,23753,21705,10256,15597,13164,55886,31832,31551,98354,23585,49638,18191,12417,10375,7963,,
389477,297336,321138,56936,80050,41196,207250,81983,161712,63454,92007,88367,74598,192823,132579,130582,184664,104657,22633,124839,112769,148510,69172,121477,31338,60694,171244,136600,102590,107136,92418,105290,54590,47165,15823,31269,47847,69279,80166,75892,26064,14478,41782,23221,33049,27824,10711,35270,20952,14017,18733,21188,89103,60882,46032,24765,9782,10393,102778,54938,25723,80038,37532,36701,38285,18594,17413,27908,28774,19311,96968,91886,50838,52432,26203,17183,36701,17228,16613,13750,59105,55119,50507,36927,30076,25255,7514,11481,13074,26141,9882,10905,16595,22376,32899,14725,12618,9624,10660,70432,64988,80602,27177,39821,67389,17976,25236,22568,9907,15238,14627,56519,34026,34505,104210,23603,51359,19446,13225,10609,8552,,
390297,316285,324181,53727,78785,39949,202456,84251,156391,65421,102772,87176,71114,195652,138522,132637,200526,105922,22779,125697,113708,148742,70699,123906,31358,61505,175600,141457,99731,108627,95074,105075,55402,48166,16582,30060,47195,69433,86011,73005,26055,13495,39614,21853,31557,27016,10458,32727,20611,14341,17377,20105,90438,63162,46593,24378,9352,9613,101891,55466,25137,79024,36998,32767,37329,19630,17964,26897,26387,17781,98706,90015,50230,57210,26705,18310,36349,14256,16046,12905,61531,51548,50508,34274,27966,22516,7656,11614,11728,24354,10098,10284,15613,20530,30531,13929,12044,8413,8653,72198,67886,78317,28716,39937,70264,18546,26010,24248,9757,14161,14890,58981,32238,32607,107296,23219,50705,18585,11755,9464,8596,,
362265,329650,318689,55804,88222,46300,229622,92485,178443,76498,106920,96639,78668,218431,167523,155413,215811,107935,27313,152488,135732,159085,81158,134839,33784,68825,194329,149133,102406,114209,114041,119912,61483,69323,18499,34925,64622,84377,117525,94162,39262,18134,51747,29409,41658,37963,15530,40721,24848,15760,21652,26903,100910,74573,70476,36225,12604,22024,123395,86673,38316,87850,49327,47776,49548,38536,33309,37925,37907,24975,121578,106588,70429,78083,42511,27694,43345,24398,28828,21419,82112,63550,68530,43255,35649,28610,12840,22582,18547,31684,16263,15895,25216,26435,37948,20478,19870,12767,12912,86891,86273,93516,36682,62701,86181,30311,44456,45486,14738,22042,20604,79372,40585,45753,118888,29761,59938,22986,17531,14899,13821,,
241020,286683,286601,70348,93955,72391,239770,119400,234503,113666,101641,122495,162955,192387,223054,194900,256471,130115,79293,165603,162165,164909,96910,137392,47648,81597,171953,162295,145815,211173,180190,187438,108860,117816,38116,72191,135778,136963,161506,157550,63660,32605,95960,56750,84138,70693,34420,74393,46454,34772,45280,55851,119209,97109,130957,82177,37284,54119,152812,145712,85187,121833,93081,102327,94507,93875,69907,75953,84571,60437,171085,137294,125934,142166,95681,66973,82614,62212,66573,56879,119909,121716,122840,85869,58435,63550,30961,69836,56051,66137,42095,38172,62836,50238,66592,48749,43677,30354,31713,123917,135664,197006,80134,138216,123390,75708,108312,103790,39613,59429,47287,146088,81909,94230,182348,76371,101976,59901,53600,46009,42280,,
263099,290301,337784,103001,118451,107510,282584,171739,299217,176816,140164,159111,218702,159138,314198,271891,258078,167107,129835,177911,195679,187902,126126,160171,65728,96403,173425,188435,239209,309784,263765,323483,168974,187027,67475,115183,228154,190456,199482,214432,85602,42042,129870,81135,122799,96553,48986,96921,62268,52527,66948,79718,152360,131890,180929,111482,62653,66051,206046,209012,127050,189046,133776,145753,159342,130048,88589,110654,130186,90098,209618,172048,165051,192251,126916,95161,114316,75333,98266,83459,143333,167092,166745,130240,76038,100744,48079,97658,86010,108597,63093,60561,93464,78642,95707,71397,55502,41482,47181,167953,186739,314636,125318,181090,165037,106688,141634,125504,62230,90048,66773,206448,111796,136916,273054,148788,141811,112527,80345,75214,60686,,
309675,287864,297235,76418,97960,76353,256188,120216,282451,117845,121851,129685,220978,221716,266138,201517,266844,141466,99149,164285,165919,167630,98799,144669,50078,82242,187790,175339,159797,242096,191613,205650,125405,125306,39380,90218,153129,147452,169901,190380,66999,34407,123843,62210,95294,76857,35827,91831,57042,35735,55496,88035,124393,93457,129065,79287,36363,57712,166531,127965,101198,123729,97259,84740,100681,83079,62410,73759,82888,67915,176688,133585,135785,129358,80964,62036,75695,66055,69174,62198,125445,142362,129871,72157,61478,71703,34137,63046,50637,60514,38133,36706,58786,45434,66222,46780,41002,29959,33312,132285,148481,232933,78758,132890,125985,72201,89186,98763,43401,74371,55866,139450,90131,92111,199621,83409,124469,61792,58197,46054,39366,,
247769,241796,260289,41203,79144,43447,176178,78616,187038,66587,79939,81795,89080,176451,200919,145557,198547,112654,54343,133475,126590,136775,65145,108718,29153,61364,166846,131512,98771,154233,107772,122665,76144,69568,21771,54044,86442,98654,115181,118658,41390,19758,78670,34007,56547,45983,18027,60455,36392,18775,33734,44074,96807,67259,73876,40341,15237,27106,124021,73128,49301,84037,53984,42031,49783,36699,28995,37221,41037,33090,123007,93226,80654,73859,39170,28466,43052,32632,32188,29478,81010,79424,75516,38699,38149,35236,14925,23416,20489,31048,15978,14590,23854,21902,37646,20807,16119,14684,13654,81345,84164,118018,39941,68431,83753,33508,42277,45629,18448,28821,25949,80052,45286,43984,117752,33866,68711,25537,21045,16135,15735,,
316199,236170,264980,56239,85609,41029,196426,79794,161443,63634,85891,86145,75374,184754,135616,127183,167424,89933,23181,119954,110485,131870,71052,118218,29091,53955,154089,125405,85008,98679,83347,93098,51146,45993,15123,32180,50238,70225,82924,77306,26302,12954,45311,20544,32358,28496,11122,36449,22295,12135,18847,22500,81828,59484,46857,25203,9214,14212,99537,48628,26262,69986,37152,44158,35883,18939,16470,26340,26997,18882,99193,88559,52088,56156,26556,18574,34389,17728,18332,16219,63138,58342,52134,35679,28501,23173,7785,12605,12080,25499,9976,10171,17410,20097,29580,14162,12449,10037,9612,68215,64214,78737,27825,42149,69370,19435,25278,26458,10177,14381,13591,62325,36101,33589,101678,24498,53656,18767,13390,10808,8757,,
362195,254539,281478,55187,81688,41679,190681,79056,155834,63734,98663,85385,71842,182904,127699,125366,165576,95102,21855,115345,108225,135655,68291,114971,30950,55275,156306,130158,92012,104972,88255,100290,53146,45000,15253,31048,47952,67100,80541,71500,24266,13280,39672,19597,30397,26018,11231,35179,20767,11492,17705,21489,83754,59986,46248,24218,9702,13782,94050,47171,25053,74926,35837,30745,36964,18026,16478,25899,26394,18738,94325,85545,48340,52426,24329,16909,34253,15234,15532,15378,56523,55485,47717,33914,29495,21846,6767,10204,12087,23546,9194,10535,15809,20658,29132,13049,10987,9202,9959,68172,62393,80739,27358,39855,68466,17721,24086,22147,9098,14417,13240,55896,35826,32473,102357,24302,53104,18429,13873,10136,8283,,
362402,261908,289150,54200,82666,40705,195218,82015,160174,61912,90977,86426,74137,184016,129636,128301,165383,98452,23689,118881,107730,141905,69709,115035,31366,56449,156313,131681,95049,106478,90579,103433,56137,46945,14958,34115,52143,68681,79479,73562,24478,13677,38499,19952,30490,27287,11132,37168,20490,11714,16494,20816,86196,61606,48290,23785,10729,12730,96298,49873,25943,77189,37039,38172,38543,19207,17086,26479,27615,19187,96309,86909,50077,52984,26011,17258,37221,17142,16797,16621,57560,56505,48719,36000,30405,24689,7808,10001,11631,25227,9553,10963,16234,22097,30284,13560,10821,9741,10348,69531,63110,81801,27778,40001,68241,18034,25850,23036,9575,14525,12710,56034,35181,33768,103348,24474,53563,19741,13765,11262,8266,,
370252,290820,300134,51451,87256,41770,206491,83502,169008,65376,91502,91932,78619,197283,137564,135964,169702,104043,27658,129211,113304,149590,72676,123351,32016,59598,169460,136959,97805,108668,93766,111959,57766,50466,15818,38951,58229,76665,85774,84812,27378,15785,49423,22572,36693,31807,11659,46270,23401,11799,21151,26346,89024,64152,50377,25278,10475,13447,101999,52905,29187,78340,37587,32323,38917,19922,17305,26911,26314,19676,102279,90853,49425,54015,26426,19239,37708,19625,17294,15270,60930,60296,51663,36870,31096,24660,8685,10762,12449,25822,9376,11412,16664,22618,31417,13709,10749,9446,10735,73658,68388,88978,28400,43505,72077,18797,27894,23922,10963,16972,14684,58939,37942,35964,110243,26362,57052,20532,15005,11138,9536,,
316442,267034,281771,47009,80791,42953,221006,80475,200221,64780,82815,98085,118893,213330,164333,143718,173601,110085,44140,135625,122749,155123,70382,113887,30178,64731,179829,130442,96890,123494,95459,123859,67391,63331,17458,58560,90886,75642,83611,104649,28641,22387,70810,26179,48677,47898,15804,75410,30976,12231,28278,41729,83426,65223,50126,28752,12191,21097,102864,63495,40939,67263,37166,33053,38678,21973,19271,29923,30645,25442,112288,87452,47901,53054,27970,20919,39983,35025,20883,20613,64417,65406,59946,36931,29293,37536,12174,12102,14965,29621,11813,12525,17615,21973,35266,16464,11979,11150,12935,76760,77737,110452,28332,47628,65079,20579,27349,27342,15598,29192,19681,60716,46901,40994,109606,34174,62527,24822,20825,13701,11399,,
226353,220933,222994,45318,69879,37702,169671,70407,176064,55676,79455,80491,123745,159496,157543,115396,161556,87759,41923,99563,100338,120939,61799,91001,28310,62599,135332,107843,79900,111460,79146,104866,60514,58589,16628,51309,81846,66090,75022,90042,25707,20704,59753,25798,41292,44564,15430,67002,31264,12372,25891,36310,66900,55076,45427,25820,12801,20273,90728,58517,37316,57726,35794,30196,34648,21136,17869,27222,29005,23619,83580,68442,38541,43188,24175,19460,38461,33100,19691,19440,53173,58586,51359,31319,25965,41345,11973,11346,14843,28538,10775,11706,16086,18526,30123,16250,11792,11147,13158,72478,74130,114992,27336,45736,58592,19561,25207,25768,17975,34916,23631,56584,46509,40985,101083,36174,61430,25648,24852,15887,12401,,
281693,202596,226964,46192,69218,32347,160840,65976,129027,49968,71644,69995,63794,154058,106593,101869,138911,74175,17989,94557,87030,112728,54802,94833,26424,47027,111760,104168,71000,84338,69392,81498,43417,39404,11202,28202,43404,47738,51100,51401,19587,9628,36924,18171,24209,21880,8497,26744,15177,9822,15969,19473,66372,49035,33234,19233,7409,8502,79521,39651,20018,57482,27576,29904,28387,14813,12812,20240,19315,14099,75171,73362,32934,41959,20943,14648,31389,13081,13709,11745,45147,46139,40167,29368,24921,20342,6563,8578,10017,20233,7514,8597,13868,17757,24023,11420,9309,7607,9268,56565,54150,65816,21391,33367,53030,14256,19930,18677,6697,12964,10540,45215,28326,26871,80071,18205,42183,16267,11965,8977,6898,,
298029,214065,235795,48367,69656,33075,165939,70757,131836,51435,74947,72081,66261,159851,109026,106776,132458,78656,17564,94269,91663,118962,57987,99670,27586,48281,114510,106593,75421,88026,73051,84338,45220,39354,13089,26914,41822,46154,52563,48481,18696,9319,34012,17448,23469,20494,9040,23929,15133,9801,14866,20181,70053,50696,34923,19491,8202,9192,81576,40776,20540,61599,28846,26307,30615,15682,13082,21763,20971,15087,77450,74909,33654,43770,22557,15307,34074,12301,14180,12139,46139,48079,41708,31166,25699,21976,6257,9058,10974,21686,8360,9804,14920,19546,27133,11980,10799,9202,10624,59219,55299,69586,23145,33770,56434,14873,21419,18789,6730,14142,11909,46429,28467,28203,84967,19769,43527,16636,11942,8921,7392,,
