서울특별시 종로구,서울특별시 용산구,서울특별시 송파구,부산광역시 서구,부산광역시 동구,부산광역시 영도구,부산광역시 부산진구,부산광역시 남구,부산광역시 해운대구,부산광역시 사하구,부산광역시 강서구,부산광역시 수영구,부산광역시 기장군,대구광역시 중구,대구광역시 동구,대구광역시 수성구,인천광역시 중구,인천광역시 연수구,인천광역시 강화군,광주광역시 서구,대전광역시 중구,대전광역시 유성구,울산광역시 중구,울산광역시 남구,울산광역시 동구,울산광역시 북구,경기도 수원시 팔달구,경기도 안산시 단원구,경기도 용인시 처인구,경기도 파주시,경기도 이천시,경기도 광주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군,강원도 춘천시,강원도 원주시,강원도 강릉시,강원도 동해시,강원도 태백시,강원도 속초시,강원도 삼척시,강원도 홍천군,강원도 횡성군,강원도 영월군,강원도 평창군,강원도 정선군,강원도 철원군,강원도 고성군,강원도 양양군,충청북도 청주시 흥덕구,충청북도 청주시 청원구,충청북도 충주시,충청북도 제천시,충청북도 보은군,충청북도 단양군,충청남도 천안시 동남구,충청남도 공주시,충청남도 보령시,충청남도 아산시,충청남도 서산시,충청남도 논산시,충청남도 당진시,충청남도 부여군,충청남도 서천군,충청남도 홍성군,충청남도 예산군,충청남도 태안군,전라북도 전주시 완산구,전라북도 전주시 덕진구,전라북도 군산시,전라북도 익산시,전라북도 정읍시,전라북도 남원시,전라북도 완주군,전라북도 무주군,전라북도 고창군,전라북도 부안군,전라남도 목포시,전라남도 여수시,전라남도 순천시,전라남도 나주시,전라남도 광양시,전라남도 담양군,전라남도 구례군,전라남도 고흥군,전라남도 보성군,전라남도 화순군,전라남도 장흥군,전라남도 강진군,전라남도 해남군,전라남도 영암군,전라남도 무안군,전라남도 영광군,전라남도 완도군,전라남도 진도군,전라남도 신안군,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 상주시,경상북도 문경시,경상북도 청송군,경상북도 영덕군,경상북도 울진군,경상남도 진주시,경상남도 통영시,경상남도 사천시,경상남도 김해시,경상남도 밀양시,경상남도 거제시,경상남도 창녕군,경상남도 남해군,경상남도 하동군,경상남도 함양군,제주특별자치도 제주시,제주특별자치도 서귀포시
360111,269641,353205,58692,73837,52821,236972,93593,235674,75919,97405,122773,159424,218369,182377,153331,167622,155736,65986,163755,140404,178159,77865,124269,36956,68946,208943,166255,147530,192126,119509,157962,98466,95661,32070,89709,122821,98415,91326,104994,31042,10836,72221,31175,48470,31467,18775,37479,17278,21025,35226,46555,108176,81350,77574,41985,18841,22839,136240,88294,60227,105356,65122,52058,73053,40107,39542,40556,51414,61008,132933,110728,82253,73241,33042,33782,63331,17788,33552,34885,75187,83189,81531,53770,63301,62186,45861,23439,22787,42759,15313,17880,26270,30957,49205,23781,16375,12752,21677,91293,99053,138929,38881,57202,78850,27422,36634,31134,14698,31845,21370,61311,58562,50252,138727,56608,74770,33274,30385,49947,14289,157793,130711
276991,228359,281124,57976,61458,44335,184728,79341,209464,67240,97777,99184,175490,176980,177208,125782,148274,129449,61999,125839,114255,153779,70564,105051,37062,67188,172648,144577,132118,184761,109499,154747,94462,93680,32582,83604,144117,88772,82887,96331,25312,9985,61093,31068,43839,28780,17616,34895,16674,19647,32609,50056,93188,67618,70496,36830,19096,21866,123811,82687,54017,94713,60095,50367,74757,37460,35908,39219,49977,55534,107098,94765,75593,68104,29731,31770,61226,18520,34027,35144,66369,76536,73328,53733,58512,67781,43031,22518,25011,41988,13371,18008,25890,29669,45022,24437,16800,12798,20490,79472,95077,153152,39330,53392,74173,25630,36996,29986,15293,35354,23109,55365,57276,51218,139045,68940,77722,35403,30194,51111,14777,158520,134208
308089,199940,275097,58613,68832,39286,181748,80190,142914,63507,84540,83782,82338,155566,117197,116328,97034,99615,26877,117084,98479,141281,66538,110090,31665,52234,144565,131606,106631,118652,89642,105664,63364,58837,18078,39990,58135,65449,64275,62700,19548,9618,35834,21998,24467,18914,11054,17603,11792,14043,19079,21383,88141,62513,49889,25369,11419,10882,104476,52221,27466,80141,39841,38259,46451,20777,19289,28067,30832,26958,94427,90328,55567,63599,24290,19416,44828,10371,19464,16215,54149,55510,57396,41896,39817,30609,17939,12672,13206,27716,10112,11705,18110,26123,34936,15321,13290,9072,13350,67226,65335,77541,27619,40970,66736,20849,27668,20174,8139,15479,12186,54030,32730,31862,102980,28934,47942,19740,14731,21157,9391,155839,110825
324736,207490,282897,59571,69562,39042,184830,83864,146713,64866,83883,84843,84518,158134,119594,119577,98548,101083,25666,120874,99885,146626,66150,114252,33177,55851,143659,137518,108570,123419,92771,111068,64981,58833,19507,38281,55658,66554,64886,59803,20394,9011,33256,22130,23907,19048,11675,17462,11865,14312,18523,21085,89796,64592,50304,25500,11826,11299,109587,53594,27447,84842,41380,35146,47155,20128,19913,29878,31027,25195,94988,94336,57780,64431,24504,19449,45262,10467,19324,15956,55575,55987,57861,43233,39921,31266,16470,12858,14281,28095,10515,11782,18144,26220,37620,15866,12689,9057,12285,66945,66281,79494,28817,42340,68140,20310,28661,19254,8321,14930,12077,47658,31807,33543,108151,29958,47225,19631,14490,19897,9227,145733,105248
342444,218093,295714,58959,69810,39469,187941,84891,147989,66043,86104,85857,85792,161299,123241,123619,105925,104673,29500,124569,101012,150779,63877,115518,33372,55136,149643,138921,110909,125887,95897,114208,66024,58977,18590,40490,60648,67387,66355,60094,20158,9384,32661,21630,24083,18939,11946,18486,13104,14235,18959,21078,92821,66130,51350,25971,11686,11370,110304,54222,28028,87760,42452,36130,47821,20832,20493,29874,32968,26550,95746,93098,57736,65803,24952,20697,47605,9885,19906,16515,55254,56387,60938,44654,40068,33201,17499,12875,14497,29613,10993,12250,18732,27930,38794,16649,13531,10199,14489,68848,67336,79234,29640,43573,70602,20903,29222,20026,8780,16371,13484,48958,32355,33273,110662,29527,47127,21358,14365,20732,9793,147938,108061
345085,225842,297766,60513,72432,39406,188586,83949,149919,65568,88226,87463,86961,159235,126270,122572,103989,104603,29170,127958,103354,154606,65325,115544,33347,55917,152865,140873,113625,126698,98167,118524,68236,60282,19557,42546,63914,67800,73623,61145,20729,9528,31289,21687,25602,20037,12044,19139,12792,14880,18620,20917,95233,67111,53705,27076,12904,12359,112452,57553,29143,88914,43917,41469,48891,21717,20576,30824,33757,27889,97454,92333,60193,67069,25183,21110,49160,10116,21205,17743,56484,58109,60039,45606,39435,33784,17854,13221,14574,31454,10476,12982,19324,28576,40483,16726,13010,10442,14930,68989,67272,81388,30804,44786,71021,21750,29513,21276,9224,15610,13403,50088,31105,34120,111636,30724,45678,21159,14003,19584,9597,150210,107495
374190,264519,327423,60084,80489,42530,209084,90093,171734,71384,104185,100455,94059,179801,141785,133207,121063,116993,35250,148556,115475,166525,68914,124125,34362,58663,173190,148639,128457,138057,111032,131544,75286,70887,22463,54954,74496,76154,80140,74758,23497,9847,38593,24397,34065,23775,14647,25351,13636,15235,21869,29992,105351,73486,61424,31303,14081,14438,121426,65972,36437,97761,48798,41209,53379,24780,24145,33717,35711,35480,108513,100758,64825,71495,27569,24384,51751,11847,24081,21096,65213,65200,65879,47191,41483,36896,18782,14508,15999,32171,11490,14518,20983,29997,42992,18042,12457,10214,15764,73654,74421,97117,33207,47994,76238,23475,33103,23441,10070,19455,15661,53714,33958,38098,122401,34177,49951,22397,15573,22319,11081,156140,114397
302216,251663,344183,48582,72360,45591,222153,88617,218131,65972,81953,110923,123522,198426,174041,150294,139750,144737,55362,171032,133759,176143,72110,120027,31959,69417,196290,157148,130021,165483,112093,141444,90123,86335,26371,79281,103870,93733,92143,101618,29403,10879,55932,29679,46387,29329,16943,35530,16054,17953,30822,38540,109801,78315,73542,38784,16259,20605,130381,77146,53722,102134,58881,46967,65188,33639,31791,40121,43467,53360,130191,109100,75670,69784,30046,28669,50109,14626,26966,29196,76281,74853,75514,44923,43304,45668,24874,16545,19672,32471,12598,14073,21140,26990,46502,19599,13671,11713,17672,82253,88303,116020,36813,55679,79293,27362,33261,26951,12807,27141,17879,56570,43484,42754,124363,40845,55807,25785,22140,27166,12710,157821,0
267181,227062,286102,57579,65643,46723,190762,82662,218088,67375,99208,107595,171462,159379,178851,128838,143648,130785,64090,137297,119652,158403,74028,108095,37561,71453,173999,142857,135641,182497,110431,156293,94522,94165,30684,81319,109801,88990,82202,92341,27088,10356,48063,30822,44492,29361,16732,34561,16591,19171,28982,36454,95803,70516,70482,36887,19435,22113,127525,83739,48590,95409,57481,50207,67005,35721,32603,39669,47113,49220,109845,90435,74867,66936,29972,29920,56417,16934,31301,30002,65589,72788,73746,51548,48341,63836,37255,18927,23972,42364,13069,16690,22680,29039,46311,23161,14314,11096,22443,83187,91916,149573,39691,54836,75456,25541,35699,28689,14586,30386,20601,54911,48129,49570,140575,61459,63887,33990,27628,39169,14037,0,
313714,204708,281532,57939,68310,39493,180603,81050,148208,65163,85618,81469,83084,147891,114394,117272,98448,103625,31547,122708,99395,148266,63158,112939,33131,52917,145324,136285,108817,123748,94653,111254,65619,57123,19356,42521,59974,68646,68177,63521,20133,9262,31343,23024,26080,19859,11908,19324,12743,13652,19426,22239,89139,65162,51053,26893,12424,10985,107208,53015,26749,84435,41673,40677,47250,21563,19552,29374,31510,27238,94656,88702,55828,63362,24937,20654,44427,9652,19768,16502,57102,57571,60093,42268,33925,31669,15240,12699,13548,28304,10737,12189,17772,27348,37945,16039,12347,9067,14068,68403,66638,81994,28431,43911,69585,20673,28165,19254,8586,14415,11779,49822,29868,32848,106345,28251,44803,20358,14680,21646,9192,166435,
344701,218074,298446,60442,71859,41421,187745,85128,150359,67472,90910,86577,87747,157445,124651,121643,104292,106334,29281,125912,102589,153031,68247,120061,34323,57861,150198,140413,117689,128212,98692,119235,69327,59374,20246,40637,61240,67781,69028,61438,21797,9837,29534,22841,25069,20114,12891,18592,13437,14454,18541,20617,94712,66406,52946,27545,12183,11268,111725,56212,28274,90475,44150,36924,49915,21474,19653,31004,33231,27935,96998,91938,57374,65443,26519,20559,48565,9439,21606,16396,58066,60757,61373,45021,35451,33304,18596,14014,14894,32769,11119,12738,18994,29370,40883,17035,13736,10736,17319,69268,68758,85327,31105,44973,71446,21108,29848,20154,9279,16049,13916,50578,30571,33773,113868,30901,46066,21915,15220,26261,9573,,
351177,225104,302145,60948,72081,40934,188096,85458,150551,67669,96269,87599,88692,156738,125907,125214,107201,108327,29934,129366,104185,157492,66000,120736,35963,58532,152740,140945,119887,132287,100841,118570,68892,58917,21125,41871,62324,68994,69167,62313,21279,10005,29782,22859,25311,20365,13816,19445,13524,14556,18862,23841,96387,68885,53842,26743,12849,12048,113363,57837,29358,93299,43834,37528,50689,22373,20480,31435,33193,27603,98470,92669,58462,65777,26208,21819,49422,9629,21382,17643,57580,61251,62435,46501,35769,33246,18122,14888,15376,31092,11106,13655,20431,30567,41290,16891,14211,11236,16897,70405,67834,89038,31059,45122,72071,21228,29878,21763,9140,16557,13417,50393,31708,35208,115380,31172,46692,21177,16236,29261,9902,170019,
363233,238416,312052,61785,76897,43457,194444,89254,156791,70510,104502,92480,93681,161568,136605,129823,109626,112363,31485,134304,106044,159391,72500,123852,36848,59867,155581,146077,126100,135402,101618,124171,71895,61395,21630,44691,68033,71071,71369,63525,21245,11883,31880,23247,26694,21156,13161,20507,13617,15480,20215,22527,97884,71076,55514,27237,13643,12513,117160,59343,30933,93510,46432,39899,54040,23606,20935,31932,35968,28971,100426,96181,63164,68396,27065,22654,51305,11003,22877,19097,59592,64522,65487,47999,36145,36697,22983,15870,16798,34108,11734,14134,20835,32048,41759,18231,15307,11046,18320,74077,71785,96995,32739,46336,74573,21812,31770,21171,9524,18068,14453,52102,33285,38222,118769,33343,49264,22577,18044,35377,10532,,
384303,272954,343100,64669,85004,46957,214148,95513,181600,76364,130893,110692,102939,181387,157773,145929,123101,123452,37446,158316,120317,171102,75892,134965,39279,64976,174677,154244,133116,142574,115033,136086,76544,68853,24407,58039,78761,79722,80299,79903,23381,10378,41279,26041,35447,25255,15383,27227,15104,15943,24697,29759,108931,76516,64518,32725,14606,16490,127611,70980,37903,101878,51369,42616,57080,26063,24319,35387,37573,37784,113241,106307,68814,72751,29830,26631,53624,14158,25775,22126,68000,74530,74107,52996,42594,39694,32319,17243,19667,36936,13361,17350,22696,36111,44085,19901,15934,11780,19156,78304,78621,126493,38030,51606,78805,23997,36945,26486,10608,21302,16314,58836,41462,46936,133234,39294,57988,25359,21943,47089,12230,,
306081,259376,355834,56903,77581,50297,230895,96264,227569,76338,116294,121716,144331,201246,186560,159221,136032,148494,58269,173002,136493,182314,78900,132546,40160,74621,195057,158534,140965,171834,124686,161634,92245,83642,28193,83336,112116,97218,94450,107991,29351,10620,61956,32069,49899,31720,19255,38944,19147,20427,34083,43157,114285,82723,77625,42612,18309,23967,137501,85655,52250,108598,63430,50464,70280,36146,32567,39562,45066,52590,132417,107031,76769,75548,33541,33542,57151,17032,29812,30209,76966,81473,84279,48879,47009,48808,36656,20646,24236,37736,15552,17710,22683,33934,47879,19669,14507,14135,17704,90537,97689,176255,43329,59794,84653,27942,38535,30763,13718,29819,21229,69430,50771,53903,143645,57306,65964,32993,29503,48799,15185,,
238350,219606,284739,57632,67606,46191,185923,85383,214250,71574,127203,117062,171324,166940,191628,144548,127208,121740,51612,139188,110794,150007,80892,118311,47571,67852,156341,132087,114398,159910,97603,133119,83455,74959,25692,70027,100764,82139,81828,92734,26209,9688,52384,32044,42105,25258,16314,32932,15945,17924,31176,39162,93040,67983,68014,35823,18206,19563,126771,83370,47726,93475,58073,45877,67471,33544,30357,36142,44313,48490,108888,93269,71945,68325,32612,32575,56554,16617,31933,29222,72897,76443,82533,58782,49737,65398,46616,22312,31642,53603,15271,23864,24248,46081,47683,23301,15239,12756,23470,82356,92600,218059,51588,56587,81807,26514,37200,29323,14749,29751,19410,60939,47747,61461,152423,71870,66768,41687,34167,54471,14837,0,
316359,209613,300840,59655,71358,41288,182288,85181,154058,68428,92592,87011,85222,146965,127972,123269,101829,105446,27829,128273,102077,149807,65193,116452,35044,58245,147508,140272,112706,125727,95155,114681,68327,56113,20143,46001,64155,69354,71138,67144,20649,9402,35760,24159,26690,20688,12699,20463,12902,15244,20534,24716,92880,67120,53130,28546,12777,11630,111806,59317,30664,90253,45144,42576,51868,21355,20109,30805,32286,30501,99274,92580,61251,68046,26736,23365,47443,10653,21593,18724,60407,61532,62381,46057,34173,31800,18143,14172,16915,31227,11129,14697,19694,31906,41410,17137,14033,10056,16006,70395,67787,110531,34530,45152,72601,21164,29556,20638,8968,16048,12606,52617,32500,36340,112758,30710,50705,20658,17525,28946,10000,,
353805,228160,329521,61442,71314,42759,187256,88151,154724,70743,94661,88595,89908,159673,131978,128939,110271,111088,31033,130686,106111,158393,72108,121639,36114,59761,156567,145611,124590,136006,101723,127183,73616,60289,21811,45740,71534,71679,72721,65853,21684,10340,34481,25322,26200,21594,12987,20855,13568,16339,20467,22965,97038,68992,56959,29673,14843,12188,117443,67078,33093,94795,48532,39518,56456,22591,23176,31969,35277,32253,99669,98290,64219,70014,28598,23517,54202,10210,22832,20326,59885,62255,64253,47588,34834,35518,17539,15367,18635,33972,12023,15490,20722,33287,43871,18174,15004,11191,17217,72896,70674,112675,38338,46566,74954,22649,31190,21288,9360,18958,14414,53878,34231,36766,117194,31786,51110,22378,17691,28534,10315,,
368594,239398,357751,62378,73881,43021,190021,90095,155145,70907,97455,92286,93472,163362,135543,133160,115744,114660,32365,134292,107017,162300,69438,122851,37009,62268,165482,147768,127645,139740,101853,133587,73636,61642,22207,48603,71386,72944,71999,66544,21366,10373,34130,25939,27649,21878,13342,20583,14088,16184,20513,23507,98552,72031,57847,31403,15743,12284,122416,75786,33439,97947,50095,39817,56692,23158,21949,32352,36004,32157,102414,101356,65809,71180,29330,23796,57709,10834,23349,20412,61974,63336,64909,50790,35212,36942,16405,15139,18848,36311,11705,14772,20855,34577,44917,18939,14176,11619,17600,74188,71789,120766,38484,47795,74222,22878,31009,22391,9383,17240,14386,53281,35438,37553,119388,32876,51494,22692,18791,25589,10504,,
297458,199488,256113,42843,57374,29778,139729,59582,121321,45093,73223,70778,73289,129441,102973,94529,90499,81962,26923,103542,80558,110210,52469,87914,23297,44212,128776,108386,98673,107846,78504,105981,57380,52258,17819,45851,65839,48648,49277,52668,16501,7602,31376,19399,23408,16671,10191,18434,9818,12196,16706,20243,70143,51075,44088,25013,12929,11573,87507,63721,24372,64787,38065,32669,40748,17568,16775,23877,28492,24281,70674,70638,44671,43576,22688,18734,42363,9940,19599,15952,46329,46595,47096,35656,25109,30457,13057,10990,14453,26828,8630,10905,16802,23693,29000,15015,10276,8226,13306,53292,50971,98533,29099,31627,48016,13917,22413,17253,7533,14356,10257,36430,25448,31150,82599,24484,32571,17786,14031,19734,8472,,
319270,235571,286556,45496,65459,33869,153424,65280,141603,51529,85211,80254,82856,156639,124700,111894,103103,93943,34200,126615,94341,127436,58999,101336,25939,48975,150814,118411,111796,116947,94789,120300,65183,61359,20149,61219,79499,63787,63203,68175,19938,8684,43458,23738,30897,21644,12399,25105,12040,13108,21868,28346,81869,59106,54844,31207,14262,14998,102189,78186,32699,75242,45501,34077,46809,22459,21230,27373,35268,31313,84003,79595,53658,53286,26660,23087,48009,12365,23011,20149,56157,56643,58790,39915,28377,36311,14384,12863,16092,29568,11325,12301,18652,25227,33470,16841,11033,9125,13424,63788,61979,114261,35695,39666,59045,17190,28887,22735,8614,18310,13636,45894,32001,34928,97559,29117,42453,20938,16834,21052,11083,,
241298,223473,303639,42410,61281,39864,173470,75702,189176,53944,78544,94089,125094,179871,167939,139368,107164,125648,44491,157527,114536,144093,67500,109550,29817,64556,172883,127301,104975,139484,100245,128957,74623,69936,22276,75737,100822,82743,80056,92576,26298,9902,60730,29203,42847,26480,16624,35082,14312,16234,29893,36763,94912,70677,69671,42286,18017,21156,117362,86160,49668,87708,55308,44661,58763,33962,30004,34639,44864,43584,106901,86209,69044,62189,31862,29407,52238,17251,29661,28137,69089,66295,75601,44713,34440,42922,19881,16864,19649,35015,14376,15321,21796,25829,41239,20847,12933,11417,16788,79700,86821,146018,39782,51360,67964,23755,34951,28093,13846,27013,18750,62753,43398,42836,117254,44663,55646,28662,22851,24840,13870,,
268096,228547,276429,37972,50158,34218,131987,61488,166371,45294,69587,77891,122589,134108,158508,112022,147257,123238,64189,122557,102002,125303,57220,85217,25625,57247,169286,134435,133068,198800,106178,175632,99345,88791,33725,105265,138848,79514,72458,82172,21515,9483,53771,25735,42774,26012,16538,31806,13885,19214,26610,40988,82353,60340,68831,42966,19588,21892,117248,83998,49039,86389,65089,43820,68441,36777,29529,34992,51014,45657,88539,69516,62024,55819,29017,28127,47811,16902,29515,27140,60567,61150,59481,46489,31972,51294,17580,17032,21694,36191,13752,16661,21351,25480,38874,21348,13389,10696,20115,63864,68745,128204,38459,48443,61145,21757,32148,28915,12615,23512,15353,48030,39006,41228,107102,43181,49391,27185,21762,23903,13138,,
272997,182073,242204,45358,56750,31297,133997,58470,118598,45450,74023,68008,73161,132766,103153,95543,85422,82110,29418,103114,81456,106783,57987,88481,24121,42041,124114,110342,103834,111897,79034,108236,60213,53966,17962,54104,73185,53973,52462,58435,18715,9192,37922,20818,24967,18075,10629,20535,9960,13388,20079,24010,68535,52064,46205,27845,12807,12044,90360,53206,27021,64680,42258,35546,43661,21439,18177,23946,30440,26496,72370,69204,43667,45354,23965,18789,39286,10428,19406,16687,48158,48081,47634,37031,25732,30867,10889,11752,13222,28805,10146,10831,17189,22712,30394,15075,11846,8921,15467,56334,52192,80843,26038,35119,51420,15395,24788,19277,8508,15228,11090,39920,26551,31259,85488,24487,36827,18492,15142,14993,9389,147126,
289490,189175,249736,47771,57255,31672,139720,60966,119202,46688,75144,68173,75766,134567,104051,96136,88051,82644,28727,103098,79877,108309,56594,90830,25271,43796,125304,110327,102196,115200,82537,108907,61059,52970,18619,50433,68248,51994,51683,56333,34846,8586,64447,20604,23636,17446,11577,19163,10601,13297,19067,22705,71234,52100,45712,26315,11749,12009,90192,52039,26344,67171,43132,29051,43447,19699,16811,25121,29801,26335,71165,70067,43812,44888,22430,18462,40243,10830,19721,16754,47248,48366,44611,37575,26655,30852,10280,12824,13662,28514,9878,11583,17714,23012,31328,15377,12058,8994,16537,57767,54711,75745,25413,33699,50549,15226,24251,18606,7644,16534,12878,39318,28425,31080,87553,24867,38217,17729,14411,14676,9300,0,
298821,199051,257612,48895,56849,32224,137485,61852,122561,48442,76333,70966,77365,134840,103940,99379,93169,83696,31465,105365,79842,108860,57565,94116,26423,43662,126732,111399,105322,113926,81597,109514,61861,53587,18531,50147,68794,54823,52354,55493,26256,8463,48643,21124,23878,17508,11344,19517,11399,12863,18979,22834,72893,52920,44559,25661,11888,12197,90106,50750,25731,68835,42838,30322,42759,20216,18333,24545,30092,26303,71428,68539,42965,46207,21948,17972,39982,10057,19900,16387,46967,48846,45504,36738,26875,31805,10053,12736,13670,27983,10487,11723,17907,23257,32397,15933,12122,9991,16697,56757,53115,76984,25640,33332,52355,15067,23441,18661,7766,15601,12528,39891,29525,30308,89010,25431,39032,19213,14339,14342,9595,149077,0
297101,202123,258968,47958,59644,32928,137895,63959,128872,47695,81895,71359,79483,137907,106072,100721,91872,85806,29632,107084,79158,110765,55072,92780,26750,45380,126353,113378,107166,116739,85852,111068,62624,55170,19600,50422,73086,54783,54293,57167,26619,8818,48795,20821,24734,18302,11696,20482,10863,13170,19940,22828,74312,54700,47030,26266,12013,11823,92088,51611,26710,70243,44633,35841,43714,20509,17635,25351,30504,27620,74317,70394,44336,46990,23108,18500,41033,10683,20844,16641,49613,51114,44929,37364,27175,32940,11704,12927,13612,29882,10266,12255,17660,23201,32305,15775,12134,9092,17509,58688,54272,77206,27030,34813,53986,15064,26115,19334,8400,16146,12802,41627,30058,30956,93060,27173,40639,19947,14586,14463,9322,156460,123364
321239,244226,283752,46820,67050,35194,152878,69384,150342,52583,92725,79384,83970,154795,123296,113510,107431,99363,38127,127867,91256,123791,56662,98502,26536,48141,145014,125742,123733,129222,101762,125089,71039,64620,23581,65400,82970,67715,69221,76143,29002,9660,64218,24880,36315,23515,16368,30231,12866,14487,26694,36090,84699,61878,57811,32224,13724,15939,106028,63710,36318,81569,53542,37000,51948,26091,22642,29609,35320,42266,85704,79785,53446,55033,26476,24423,45204,13654,25535,21730,59690,64624,54734,42833,31046,36763,12670,15685,16058,31016,12444,14643,20719,26044,37202,18932,13995,11692,20636,62082,60920,94853,30421,41262,61642,18927,30083,23578,10080,19232,15169,48473,37300,37886,103103,32221,49086,21600,19491,17110,11362,166107,131466
353248,280786,345575,53822,69994,47608,196217,81650,217219,64775,99246,110221,157232,200639,181109,155992,184114,144646,83358,166117,122840,156148,82703,117925,38726,71440,202052,165992,204032,218337,135369,196137,131562,105769,42304,134307,165096,109763,98513,129655,40562,13016,100831,38245,66037,41009,27366,58069,20357,25595,46973,59757,107355,81104,94900,55729,25546,34356,147860,102510,75320,115090,89610,61342,101316,48547,43228,47054,64242,87787,122396,99921,85670,71440,38754,38608,69896,24855,45221,46124,80934,89460,77181,64095,39252,70201,24507,26731,29331,51053,21765,25917,31203,37350,57742,30254,20750,15305,38050,91272,102201,177042,46403,64020,77076,29979,44311,39307,18193,41614,26442,68767,65736,57743,143608,63454,77892,38691,38939,31206,20322,175019,154509
273245,231010,271570,52528,59215,40926,150973,68750,189932,60268,96372,91067,170549,161550,174530,127082,170400,118402,80894,126748,100895,131160,74115,98868,38862,70612,166566,156017,166260,212190,138725,224612,126228,128660,41290,147963,175425,100027,87135,110090,35022,11124,85557,35914,61893,39955,25203,52372,19532,24715,40998,55942,91543,69431,86015,50586,27331,33064,137729,99029,66972,104767,85814,56465,109018,44347,40110,43745,59043,81091,97894,85236,79342,60885,34602,34793,65694,25666,44645,43346,72528,81010,67707,64327,36480,77977,24125,25873,28376,54771,19738,26369,28940,34883,53563,30469,18684,15436,39625,80564,97918,182164,44704,58577,71972,27576,43435,39501,19628,40190,25417,63130,61275,57022,137071,67498,76430,40465,38858,32060,19520,172893,154249
234565,166394,223296,43637,54526,29748,123748,57602,114230,43385,68156,62051,65329,118280,100151,92208,75566,77302,23749,100772,75846,99918,50182,85632,23362,39336,112134,105313,86333,98364,77673,91988,53563,46451,16629,40030,53039,52637,53842,56178,24501,7472,49646,20023,24956,16662,10019,20199,10904,11661,19573,22191,69414,51136,43272,22767,9292,10275,84645,45218,23956,62597,38352,32915,36364,17173,15320,22567,26724,25140,69500,66786,39395,42223,19458,16708,31281,9383,16767,13737,50725,46849,43239,30845,24157,23520,7689,10073,10048,22119,8545,9754,14249,19116,27592,12071,9825,8804,11605,54085,50218,66969,22275,31666,50767,14423,22805,17786,7301,14045,10718,46855,28886,27391,83992,21198,37841,16287,12766,9868,8384,147903,101812
275835,184086,243607,48081,58449,32854,140021,62704,121534,48613,75276,68714,74931,133046,102513,100835,84046,84882,24854,105822,79429,106377,55178,90064,26681,43503,124792,112763,97630,109355,79726,103488,58002,49751,17320,38075,56943,52119,54114,52656,25138,8383,42424,19243,22400,16164,10606,17660,9720,11969,17941,20114,73366,53270,44187,24112,9879,10286,86931,47645,23409,67799,41393,29454,39778,17500,15965,23705,28392,25109,71326,69596,40366,44161,20583,17385,35551,9352,17769,14202,50089,45881,44166,36029,26321,27551,8743,10920,12561,27697,9641,11144,15137,21517,31109,13861,10791,8501,13790,57952,53165,70642,24174,33906,52166,15133,23179,17817,7770,13602,10505,43003,27340,29846,88691,24003,37582,18521,12224,11503,8485,147474,114847
291837,196274,253444,49232,59270,33502,141656,64935,124896,48654,79069,70960,78266,135443,105740,102301,94083,89597,29235,107498,81339,113701,55086,92072,26990,40634,125073,115887,106395,117081,87564,112766,63208,55080,20143,44224,63492,54887,56208,55099,26339,9930,45718,21744,26053,19335,12011,20800,10841,13763,18824,27275,76305,55613,48228,25214,11357,11847,90327,50435,25515,72830,45708,32182,43732,20202,16837,26420,30092,28900,72836,71111,43754,47023,22401,19650,40802,10539,20731,16809,51357,49377,46795,38302,27609,30909,8771,12161,13175,29700,10403,13142,17900,23687,33021,15651,12511,9861,16541,58391,54145,78759,26627,35023,54507,16044,24436,18544,9051,15500,12431,44124,30403,32672,92807,26306,40490,19066,14685,13182,9096,151724,121593
299443,204537,263970,50640,61909,34552,145655,67405,129922,50607,87574,72595,80883,137946,110000,106820,95546,92274,30115,113176,83391,117423,58654,91451,26836,47276,132117,120034,113544,121927,89099,115920,68087,57846,19912,48207,70553,57546,57787,58769,27844,10938,46365,23059,27460,20700,11520,22971,11624,14133,20435,24275,79153,59115,49857,24988,12333,12026,94100,51629,27632,74242,47533,33009,45544,22074,18774,26645,32179,31021,75779,74572,46873,48024,23787,19737,42811,11495,22430,17631,52098,53364,48578,39848,28340,32486,9496,13446,13268,30358,11040,12442,18025,24990,34850,16435,13681,10404,20104,61518,56867,78748,27746,35582,56721,17189,26515,19863,9023,17022,13847,43660,31145,31922,94419,26779,43171,19843,15803,13534,10160,166071,126569
