서울특별시 종로구,서울특별시 용산구,서울특별시 송파구,부산광역시 서구,부산광역시 동구,부산광역시 영도구,부산광역시 부산진구,부산광역시 남구,부산광역시 해운대구,부산광역시 사하구,부산광역시 강서구,부산광역시 수영구,부산광역시 기장군,대구광역시 중구,대구광역시 동구,대구광역시 수성구,인천광역시 중구,인천광역시 연수구,인천광역시 강화군,광주광역시 서구,대전광역시 중구,대전광역시 유성구,울산광역시 중구,울산광역시 남구,울산광역시 동구,울산광역시 북구,경기도 수원시 팔달구,경기도 안산시 단원구,경기도 용인시 처인구,경기도 파주시,경기도 이천시,경기도 광주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군,강원도 춘천시,강원도 원주시,강원도 강릉시,강원도 동해시,강원도 태백시,강원도 속초시,강원도 삼척시,강원도 홍천군,강원도 횡성군,강원도 영월군,강원도 평창군,강원도 정선군,강원도 철원군,강원도 고성군,강원도 양양군,충청북도 청주시 흥덕구,충청북도 청주시 청원구,충청북도 충주시,충청북도 제천시,충청북도 보은군,충청북도 단양군,충청남도 천안시 동남구,충청남도 공주시,충청남도 보령시,충청남도 아산시,충청남도 서산시,충청남도 논산시,충청남도 당진시,충청남도 부여군,충청남도 서천군,충청남도 홍성군,충청남도 예산군,충청남도 태안군,전라북도 전주시 완산구,전라북도 전주시 덕진구,전라북도 군산시,전라북도 익산시,전라북도 정읍시,전라북도 남원시,전라북도 완주군,전라북도 무주군,전라북도 고창군,전라북도 부안군,전라남도 목포시,전라남도 여수시,전라남도 순천시,전라남도 나주시,전라남도 광양시,전라남도 담양군,전라남도 구례군,전라남도 고흥군,전라남도 보성군,전라남도 화순군,전라남도 장흥군,전라남도 강진군,전라남도 해남군,전라남도 영암군,전라남도 무안군,전라남도 영광군,전라남도 완도군,전라남도 진도군,전라남도 신안군,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 상주시,경상북도 문경시,경상북도 청송군,경상북도 영덕군,경상북도 울진군,경상남도 진주시,경상남도 통영시,경상남도 사천시,경상남도 김해시,경상남도 밀양시,경상남도 거제시,경상남도 창녕군,경상남도 남해군,경상남도 하동군,경상남도 함양군,제주특별자치도 제주시,제주특별자치도 서귀포시
214439,148111,211948,42616,51559,28517,126682,58406,112941,44490,60845,60368,61211,118076,87543,86892,71398,72557,17151,94249,74708,99823,49332,85647,22950,42148,101497,100744,68472,82735,64953,75377,41363,33710,11421,25270,34666,41115,47080,43620,14478,7218,27528,14757,16200,15910,7582,16355,7942,9236,12827,16177,65670,43430,32570,16732,6877,7584,70199,33794,18518,56656,28302,27900,29612,13032,11893,19777,20387,14811,69332,66497,36775,38658,16417,13261,27167,10396,11615,10882,44077,44172,40724,27852,23255,18291,4945,9231,8352,18305,7598,7704,12815,16357,22049,10886,10017,6531,7970,52263,45732,52130,19259,26749,49951,13056,16697,13447,6268,13080,9510,38157,25591,23139,74904,18963,36621,14681,10274,7542,5995,78447,56099
237397,154051,221787,44812,53358,30105,133547,60539,120776,46150,64513,64598,68237,128396,94635,92289,73695,73385,18688,97266,76911,105242,52469,89171,24903,44106,102668,104838,71917,85125,71097,82542,43596,35813,12469,26124,36688,41627,48134,45889,16131,7841,28624,16397,16522,15882,8011,16923,8570,10304,13525,17097,69225,45946,34624,17260,7088,7781,73811,35937,19273,61907,29351,24205,31769,13242,13015,20077,22005,15389,71245,69668,35717,40204,17128,13432,29311,10606,12266,11052,47578,47312,43768,29545,24239,20735,5700,9801,9465,19716,8718,8809,14213,17976,23869,11005,10439,8959,8729,55300,48916,57669,21084,29190,53709,14250,18647,14504,6874,14359,10304,39482,26812,24976,82372,20685,38228,16080,10550,8028,6206,83268,61109
237371,156930,229179,47554,54441,31203,136177,60478,121970,47959,68952,65727,71238,131486,99176,96399,78383,78947,18984,102702,79867,106601,52989,92583,25443,41574,109139,105029,72334,90539,69801,81426,43921,35562,12198,26720,37216,42423,47109,46818,16883,8107,29978,17113,16355,16841,7869,17524,8470,9481,14036,18785,71533,46884,35532,17484,7630,8194,76388,37315,21424,64000,30630,25772,32462,13993,13661,21228,22509,16653,75015,73217,39502,42653,18664,14543,32231,11998,13458,12924,51274,47609,44811,32546,24536,23086,7131,11106,10320,22771,9380,9624,15457,19496,26923,12487,10129,8989,10021,57126,50707,60836,21840,30119,52819,15434,18957,15324,7476,15343,11153,38696,27301,26019,85134,22844,39723,16547,11324,8788,6737,90854,71079
248525,169645,241738,49021,56315,32413,139637,63637,125766,49546,70777,67889,72713,130804,100007,97180,85639,82872,23235,104848,83493,114788,53017,93580,26176,48487,112416,110017,82303,98372,80825,91247,49808,42545,14553,30956,44526,48296,52372,52626,17155,8831,33491,18250,19689,19288,9411,20975,9377,10668,15754,21635,72676,49448,39643,18735,8450,8967,80920,41398,24995,67174,34265,31206,36224,16552,15317,24887,25507,19560,77915,76461,42707,45213,19836,15933,34652,13965,14813,14461,52796,52845,46451,33545,25636,25110,6651,12194,11696,22883,9901,10792,16469,21356,29278,14360,12412,9387,11383,59478,53575,65286,23086,31538,57057,15679,20643,16621,8291,17904,12726,39579,32999,28668,87726,23313,43031,16797,13624,9439,7171,96727,76101
249581,187112,254851,48615,62579,34470,151392,68276,136553,53873,79881,74647,77929,142039,111461,107541,89869,87867,24255,115464,89696,121576,61314,99681,27899,50459,120546,116137,89201,99944,84936,94175,51638,47916,14312,34867,49324,52468,61479,60537,18854,9353,38435,20001,23431,23390,9565,26579,10221,10493,17515,25002,79568,53660,43075,21504,9125,9900,87535,45330,27563,71014,36648,29101,38464,18045,17101,24821,27099,22266,85312,80538,46377,47908,21141,17195,35184,15051,17427,15422,59148,56824,51725,36317,27441,26721,7900,12951,12449,23850,10910,10470,17227,21585,30106,14760,13179,9988,11068,64756,59801,73177,25533,34879,61150,16333,22163,18399,8652,19371,13968,43553,34751,30993,94163,25791,47266,17401,14610,10494,8483,103455,80176
225536,177222,265008,47216,55263,40106,175129,71738,178739,59660,72723,91501,124797,158841,142770,124330,123514,110060,48129,131825,108213,135736,64066,102293,31762,64623,149183,135403,95559,142444,90927,120861,71928,64930,22348,62050,85834,74375,74257,89223,26125,12699,59948,25749,37828,35667,13569,45208,13619,15835,25548,40145,86745,60910,51403,28317,13045,16226,102810,61124,45499,82757,47770,38278,51832,26513,23584,35744,36246,35891,107370,84698,62056,55079,26335,21923,42486,24469,22001,24233,66213,62575,58891,38870,29614,39232,11489,15994,17108,28808,14007,11959,19253,20098,36691,18315,12021,9662,12225,78653,80461,101892,28632,43497,62028,20402,24564,22852,15676,32616,18510,52306,48255,41778,113570,42219,58958,24410,21747,15838,11652,101558,92811
156591,136945,197669,40127,41459,33008,125002,56723,156004,49346,59640,74124,123485,105419,130572,94767,103650,87751,45953,96004,86019,106169,50470,76481,27601,56831,112465,106077,76300,121579,73585,99454,61725,56814,20287,52996,84131,61657,62483,75355,20721,10398,47710,21991,33148,31009,11606,40792,13583,15093,22055,34132,70039,48651,45217,24458,11979,14242,87183,53819,40868,67766,41797,34713,44650,23789,23096,29132,34019,30557,81471,67019,54031,47277,22721,19421,38794,24101,21255,25055,56487,54166,51038,34237,25162,47452,11211,14728,16829,29018,12530,10398,17136,16982,30738,17764,11306,10468,12083,69885,71739,99396,26757,38726,55449,17287,22351,20387,16166,31822,17758,44644,44372,37104,97207,42578,54584,25722,20024,14942,10993,96714,80704
219843,149739,217381,46328,55567,31036,139117,60413,121431,48195,66304,64787,67131,125279,94184,94457,70324,83822,16217,92465,70942,96612,53495,91997,25031,45286,106133,105862,66971,83450,62354,67821,37620,29584,10154,22915,30087,38313,43414,46959,16129,6468,29132,16158,14714,14441,5915,18033,7266,8390,13872,17245,64849,42538,30155,14280,5724,5782,68161,31348,17462,55165,27387,25240,29535,12181,11111,17701,18856,14099,66628,65497,33546,38629,15485,11236,25700,9908,11117,9658,48025,46910,40689,26802,23109,17529,5187,9252,8470,16959,7710,7353,13866,15990,23568,10138,9268,8740,7532,55669,49696,59960,19575,25821,50806,12160,16554,12030,6587,12575,9513,39803,26349,25647,83231,21127,39482,15793,10196,7742,5288,100060,77924
250703,169405,246452,47797,58173,32338,142229,63414,124691,50401,69747,66531,70679,131080,99915,98510,79881,92300,19249,107180,82679,115543,54884,94995,25974,46050,114796,113822,77427,94285,74768,85238,46368,36519,12778,26454,38216,43837,49750,49578,15934,7850,29699,16329,17052,16364,8030,19106,8338,10102,14347,17942,73146,48269,35517,17701,7150,7042,77858,37832,22072,65028,32822,26018,33144,14719,14176,22488,23644,16370,78744,77341,40926,43851,19496,15277,33049,13188,13760,12438,51336,51986,45999,32716,25957,24315,6111,10880,11153,21907,9177,9423,16624,18814,27969,13888,11907,10099,10924,57819,51370,61902,21977,28417,53926,12942,18850,14294,6420,13162,10071,43417,30745,27678,88476,22305,41298,16023,12790,9128,6765,105238,85667
279084,185819,264005,49406,58871,34797,148730,66685,131788,51903,74939,71895,76821,139454,104640,104037,88904,97924,22752,111828,87440,119213,61348,98157,27860,49026,124548,121230,87377,103380,82027,95561,50913,42493,14441,30302,45841,47783,54007,54616,17404,9590,32281,18129,19534,19151,9033,21815,8984,10987,15583,20875,79200,52983,40244,20533,8912,8659,85845,41360,24851,72269,35562,28260,36925,16468,15334,24332,26550,19444,83093,80573,44481,48404,21284,16074,36159,14310,15784,14510,52505,54265,49084,34890,26889,26063,6759,12352,11395,23796,10227,9388,17798,20076,29569,15640,12270,9992,13365,63084,55112,66922,24145,33335,57071,15951,21230,15928,7673,17246,12347,44763,33699,28375,91973,23687,44603,17450,13056,10437,7875,107305,86652
266948,184948,260367,49134,59100,33302,147100,66983,130354,52557,74169,70500,75053,135005,105343,103959,82480,98103,21067,110229,86100,119308,59017,98042,27705,49437,118406,117309,84196,100324,80644,90557,49939,42765,14380,29962,43459,48636,54559,56880,18262,9033,32650,19221,19680,19989,9502,21014,9376,11066,16286,21264,78328,53038,41201,20288,9265,8949,85282,42091,24287,69184,34514,31687,36711,16198,15827,24421,25996,18113,81162,79764,44230,47530,21441,16451,34904,12545,14842,14249,51024,52288,48336,34450,27573,25502,7165,11719,11206,23287,9702,9465,17938,19070,28595,14858,11434,9686,12697,61889,55155,65411,23951,33524,57776,15699,21702,16486,7813,16082,12296,43950,32319,27834,90927,23662,43920,16980,12412,9522,7226,107602,83281
286268,205388,282790,45696,60967,33518,150394,67972,138387,52928,74015,74321,73233,145073,116190,112705,93645,105653,25513,121878,93280,130600,58608,101009,27012,50574,134026,127791,92180,108145,89165,101206,55121,48823,14773,37748,51129,55364,63610,62676,18898,9528,39637,18987,24951,24093,10367,27521,11138,12021,18611,25090,85193,58331,46637,22762,9993,10283,94446,46450,27394,74345,37645,30386,38632,18667,17433,26470,27820,22906,89800,87066,47634,50484,22497,17410,35806,13440,16383,15790,56268,55623,53325,35728,27653,26953,7631,12269,11643,22884,10423,9627,16668,18702,29358,14667,11003,9355,11828,64336,59551,71759,24984,36944,61934,17101,23564,19204,7998,17783,13688,47826,33627,30528,94942,24286,45071,18061,13489,10326,8181,111138,82087
277054,209247,299277,42863,56390,38557,174141,71990,177876,57347,66836,89443,110032,164956,150357,130152,141815,135043,53489,136100,117172,148073,62586,102209,28186,61794,170747,156023,113243,166221,101119,138438,81640,73114,23807,70436,98567,82298,78672,89135,23230,13433,58772,21852,41906,37489,15227,50026,14855,17360,24666,36714,94164,65949,57032,31917,13630,16954,110313,64485,50541,89514,51856,40525,56125,28254,25006,37347,39740,42059,111759,91389,66326,58623,26934,22180,47511,20723,22900,25956,62875,62246,58033,36915,28111,38692,11978,14645,14915,27471,12188,10306,17624,17065,33980,18799,11992,10096,12887,71536,72586,92078,30672,45806,68411,21313,26745,23410,11404,27542,17020,56472,42691,38217,109738,35099,53540,23843,18287,13301,10193,109839,86017
223297,178869,243158,45673,47574,33711,134792,59498,161898,53259,66454,72581,134624,131799,145580,106482,142524,112182,60687,104550,98229,126445,59621,87057,29730,51495,140901,126598,105220,166850,93214,132961,82346,75334,24848,74797,112075,74882,70642,85252,21193,12938,54818,23438,42016,37488,15256,52431,14834,18016,24864,41324,77017,56272,53806,28261,15922,17103,99680,65066,50316,79181,50409,40678,58720,29619,25429,35860,41528,42155,92585,77440,66603,53555,26491,22544,50287,22912,25869,30549,59743,61399,51880,41794,27187,57077,12937,16848,19080,33825,12234,12540,19981,17706,34351,23495,13371,12612,18465,65584,71373,106805,31452,44470,60997,20550,26733,24030,13668,32479,17439,48776,41108,38717,104803,44955,53816,25893,21354,15938,11595,115618,101549
278910,185085,265900,51069,61214,34781,153456,67640,134053,53596,73419,73589,74963,140188,105190,104423,90793,100559,26752,114329,85824,118369,65521,101884,27969,49887,132029,127724,94726,108696,84420,96733,55049,47521,15358,36462,52829,54608,60177,63166,19342,9912,39586,20805,22660,22542,9915,25280,9972,12288,17819,25179,77913,53092,43490,22743,9356,9583,88530,42579,26597,71969,36907,35380,39378,18485,15823,25215,27826,22308,86651,81991,48118,48975,22051,16895,37459,11680,16557,15954,53158,53542,50800,37132,26928,28362,7508,12134,11960,24132,9993,10082,17359,20102,29928,16357,11641,10306,13263,65637,55544,69085,24709,35195,59736,16916,22681,17449,7996,17709,12227,46247,31508,29938,92698,23941,44116,17473,14239,10307,8085,116883,88236
268953,183565,265446,45653,57759,31912,137716,65788,126048,48545,67204,66469,66063,126595,100592,100526,86453,99571,23261,109262,80691,117336,56406,95938,26105,48120,121781,122214,87352,103822,87190,94513,52802,45037,15358,31988,46370,51250,59817,60616,18740,9614,36572,20451,20272,20219,9954,21767,9553,11674,17546,22775,77513,52274,42138,21465,9357,8796,86783,41073,24626,71339,36951,27774,37127,16919,14538,25435,26499,19596,82660,80551,45003,47627,20113,15695,34465,9852,14402,13090,52732,49317,49877,32631,26534,22453,6211,10745,10412,20699,8706,9462,15255,18130,27532,14787,11325,9157,12170,57046,50020,61316,23990,34384,58169,16165,22037,16060,7282,15829,12463,44426,29361,26530,86795,20431,40741,15907,12287,9194,7238,111939,81828
298927,197313,278522,52481,64034,37017,160709,71298,139778,56564,79382,77633,79892,148693,112795,108998,93190,106113,28163,111451,86785,124707,63292,106133,29628,52585,135295,129671,94089,111769,88120,102185,54736,47609,15440,34847,51457,54977,58982,61477,19642,9758,37494,20732,19659,21658,9977,22796,11178,11419,18139,22823,84250,56056,43457,22192,10179,9950,91086,43352,25739,74635,38242,30331,40265,17706,16600,26158,28533,21584,88311,85279,47013,50122,22560,17437,39164,11364,17238,14499,54941,56446,53575,37361,29002,28029,7534,13331,12078,24251,10560,10220,18540,20547,31086,16776,12817,10250,12791,63064,55910,70624,25962,35602,62173,17603,23501,17221,8104,17945,13096,48433,33672,30169,96810,26020,45368,19395,14558,10717,8071,119689,95077
253540,175418,254823,50820,63283,35216,154900,69144,136183,53853,77294,73959,76471,134356,106774,104163,77483,94417,16072,105407,79133,116287,59850,102512,28234,52052,115407,116337,78521,92921,74510,81981,43107,38858,12103,26970,37329,45999,52348,54155,18116,8635,32361,19071,17209,18005,8193,19705,9168,9515,15888,19267,75047,50509,38096,19003,7889,7731,79042,38538,21628,66431,32557,30631,33840,15042,13566,21487,22731,16342,81062,79675,41841,46492,20131,15988,34863,10598,14723,12956,51674,53546,48132,34458,27629,22710,7165,11413,10496,21981,9518,9485,16469,20112,28419,14477,10781,8719,10762,60343,52643,67157,24255,30757,58732,15613,20428,15283,7606,15413,12049,46646,31139,30576,94632,24259,43164,19219,12299,9925,7493,115832,90317
276965,207161,282857,47961,64570,35693,160670,73655,148080,56549,79062,78984,77133,141916,117768,113503,91395,107765,23140,110200,89226,130537,62423,107975,28623,53552,134889,128227,88023,106055,85239,99673,52982,46481,15195,35943,49490,55218,62153,63697,18895,8877,40017,18364,22673,22472,10178,27200,10761,11555,17083,24652,84604,56927,42961,21952,8690,8933,89883,44461,26084,75575,37528,30170,38499,17653,15243,25533,26573,21043,91343,85794,46483,50791,20583,16711,36318,13966,14667,14062,54347,55706,50565,31918,28291,22730,6785,10636,10028,19048,8690,8879,14695,18074,28173,13811,10237,8785,9208,60906,53831,71357,25143,31184,62345,16789,22362,17063,7670,15191,11590,51651,31320,32272,99099,25617,45492,18434,13507,10089,7997,120363,88009
272436,209219,302241,51181,61731,45150,194430,77749,199827,65460,78927,99594,135096,173281,156483,134324,135860,137534,52117,128370,110161,148281,80373,112426,33668,69172,171965,149869,111561,158441,100272,134321,76759,68234,22263,64505,96385,75942,76555,94274,25059,13889,64571,25586,39802,37174,13489,53051,14838,16363,28917,40029,95800,66983,55503,30040,14106,15216,110977,65175,47648,89068,51460,41081,55213,27954,24758,35514,40857,39641,116691,93647,66617,59213,27754,23235,47535,25435,23114,26200,67104,70554,63326,40974,30661,42197,12024,17250,16321,29801,13675,12628,21529,21560,38899,21385,15813,12191,16325,77171,75829,110890,30881,38446,69180,20978,28007,22280,12157,31167,18582,61978,48954,43485,122544,43742,60641,26298,23795,15790,11666,132766,111179
214759,182427,249801,51384,51376,41354,150964,68036,187315,57831,76268,88097,149722,138609,153813,111965,133665,118639,55934,98375,99663,129786,65015,92464,34032,65913,144742,132477,105145,159691,93752,129636,76898,71122,22844,62337,91726,71970,70963,91562,23942,13609,58835,26872,38472,39564,13962,51992,15255,16851,28258,42126,80495,57316,54583,28814,15603,16284,101997,62239,47053,80071,48784,39828,57300,28771,25568,32414,39591,39545,98189,79977,63805,54308,25789,22404,48142,24354,25374,28261,59672,66190,55551,41646,28922,50825,12560,17922,17598,32539,12484,13093,21074,20126,36222,22741,15812,11842,17572,73504,76349,120956,30716,38276,63438,20509,27404,23771,13609,34904,19866,53871,51034,40880,115857,48777,62493,28088,25477,17127,11770,127286,109450
