서울특별시 종로구,서울특별시 용산구,서울특별시 송파구,부산광역시 서구,부산광역시 동구,부산광역시 영도구,부산광역시 부산진구,부산광역시 남구,부산광역시 해운대구,부산광역시 사하구,부산광역시 강서구,부산광역시 수영구,부산광역시 기장군,대구광역시 중구,대구광역시 동구,대구광역시 수성구,인천광역시 중구,인천광역시 연수구,인천광역시 강화군,광주광역시 서구,대전광역시 중구,대전광역시 유성구,울산광역시 중구,울산광역시 남구,울산광역시 동구,울산광역시 북구,경기도 수원시 팔달구,경기도 안산시 단원구,경기도 용인시 처인구,경기도 파주시,경기도 이천시,경기도 광주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군,강원도 춘천시,강원도 원주시,강원도 강릉시,강원도 동해시,강원도 태백시,강원도 속초시,강원도 삼척시,강원도 홍천군,강원도 횡성군,강원도 영월군,강원도 평창군,강원도 정선군,강원도 철원군,강원도 고성군,강원도 양양군,충청북도 청주시 흥덕구,충청북도 청주시 청원구,충청북도 충주시,충청북도 제천시,충청북도 보은군,충청북도 단양군,충청남도 천안시 동남구,충청남도 공주시,충청남도 보령시,충청남도 아산시,충청남도 서산시,충청남도 논산시,충청남도 당진시,충청남도 부여군,충청남도 서천군,충청남도 홍성군,충청남도 예산군,충청남도 태안군,전라북도 전주시 완산구,전라북도 전주시 덕진구,전라북도 군산시,전라북도 익산시,전라북도 정읍시,전라북도 남원시,전라북도 완주군,전라북도 무주군,전라북도 고창군,전라북도 부안군,전라남도 목포시,전라남도 여수시,전라남도 순천시,전라남도 나주시,전라남도 광양시,전라남도 담양군,전라남도 구례군,전라남도 고흥군,전라남도 보성군,전라남도 화순군,전라남도 장흥군,전라남도 강진군,전라남도 해남군,전라남도 영암군,전라남도 무안군,전라남도 영광군,전라남도 완도군,전라남도 진도군,전라남도 신안군,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 상주시,경상북도 문경시,경상북도 청송군,경상북도 영덕군,경상북도 울진군,경상남도 진주시,경상남도 통영시,경상남도 사천시,경상남도 김해시,경상남도 밀양시,경상남도 거제시,경상남도 창녕군,경상남도 남해군,경상남도 하동군,경상남도 함양군,제주특별자치도 제주시,제주특별자치도 서귀포시
276785,192580,264463,49155,67131,39698,159504,61278,141915,51745,81825,77748,75319,142205,113842,103735,90321,90938,22324,98886,84023,119607,57608,100888,27693,49441,128939,106870,88556,104771,88133,90341,51072,42426,14023,34853,47084,58421,59075,73731,22570,9992,46893,21685,29056,22595,9289,32942,18396,9306,21181,25097,78139,54868,42458,22217,8855,10149,84381,43699,28102,69302,32915,30441,38325,17504,15460,24014,25928,21138,81207,79833,43612,45085,20630,16431,38766,18092,13781,14428,48870,54732,50024,31133,29167,22639,7524,11716,11100,20842,9692,10521,15653,20268,26554,11498,12280,10273,9418,65191,61942,77014,23347,34740,56182,16209,22190,17272,8519,16727,14058,47370,31326,30632,88902,23784,45523,18149,14025,10712,8082,164605,124962
283616,196121,271994,47618,66225,37391,157205,60134,142831,51352,79968,77877,74760,143170,118200,105023,94293,93373,23888,105590,84638,122252,56132,101892,27698,45306,130854,107528,88043,105415,90859,94602,52197,42606,14512,33972,46540,58236,56638,72841,22138,9300,46869,21073,29977,23059,9423,32161,17763,10176,20051,24798,79743,57050,43356,23057,9042,9792,87327,43984,28055,73201,34412,30205,38862,18176,16564,24430,27409,21993,83562,82379,44650,47036,21446,16917,39442,17564,14622,14317,48355,54915,50446,31573,29738,23851,7630,11414,11715,22107,10313,10987,16937,21193,26119,11964,12535,10387,10568,65395,61758,75120,22699,34963,57820,16457,22194,16403,8428,16320,14090,47539,32004,31076,89538,23856,45954,18391,13854,10759,8369,174913,136192
289723,197849,272296,47870,69914,39130,161271,63100,144485,52310,84136,78767,76809,142371,119471,105693,91878,94878,23528,103533,87576,122014,58634,102707,28720,51038,130265,109738,91764,110489,92827,96442,54296,43521,14816,35466,50951,58937,58820,74769,23777,9986,47194,21158,31149,23624,9471,33941,16999,11319,21085,25741,81724,57995,44808,23415,8759,10369,90113,43879,26473,73391,32820,29608,38054,17407,14278,22663,25753,19741,82061,80445,43361,46165,20438,16844,38457,19466,13937,13830,46607,55504,50548,31138,29893,23046,8560,11229,11082,22177,9269,10282,15229,20293,24226,10556,11990,10277,8807,66358,62892,76453,23126,34684,57793,16646,22598,17345,8690,16729,14349,49021,30948,30733,92263,24992,46490,18587,14193,11264,8359,175915,136831
312740,231094,295752,49457,77968,42779,177758,67536,160969,56784,92438,87365,85380,161034,141262,117896,106949,107485,29425,122707,96896,138366,63295,112268,30236,55096,150983,119459,102717,119106,104245,110107,60602,49906,16589,45590,61684,70369,70031,88564,26816,11372,59855,24029,42197,29648,12193,47411,20641,12300,26200,35697,90845,62240,51026,27699,9993,12718,99885,52469,35125,81598,38823,34097,46006,21004,18887,28220,32251,28383,95205,91486,52913,51888,24078,20069,44509,26039,17114,17678,55967,64558,58149,37717,32774,27855,8492,13230,13305,25535,11282,13327,20138,23067,30042,14708,14306,12644,12509,72334,70626,90714,26081,40019,64152,18775,26353,20055,9156,20172,16755,53495,38594,35152,103664,27950,55791,19835,18391,12433,9541,191591,
337474,263337,337438,52352,77677,59622,222349,81273,223848,69438,100458,116269,144474,195424,184620,147525,144554,146323,58742,144590,126075,164599,80042,122704,39105,71308,202156,143494,137801,170056,128147,148051,96192,69004,23710,78364,113580,100487,96463,126724,36426,19336,89569,31635,66025,48891,16861,75052,30035,22274,39984,52743,104651,77028,69958,39039,15691,21566,123337,77724,66258,99350,54435,46420,67775,31897,29350,38553,46953,49558,126595,104374,74042,61334,30355,26436,58576,48230,26168,29552,63439,84134,73225,44893,36029,48837,14153,19797,19954,35789,16626,16365,23972,24872,37311,22457,18323,13584,18154,97007,103937,141467,33796,54840,72882,26374,33709,27249,16663,40803,26443,68772,57820,47753,129218,48767,76871,28585,29125,19173,14238,196157,
259994,225514,274672,51342,69508,54384,171214,68041,206063,60101,96869,99941,153094,147929,179287,117565,136454,125825,58479,108034,108526,137000,68793,100457,37229,68278,167611,125945,114751,167335,107288,136078,90693,64814,23031,88951,134377,88291,80649,113376,33181,15827,79485,29881,59934,49538,14597,72792,30252,22539,38000,52054,86650,62755,61965,35709,15873,20568,110579,72502,57794,85181,48934,42956,61912,28559,26306,35473,41082,44416,101597,84290,63868,54029,26878,24317,52974,44505,24213,27100,53437,73804,63148,39812,33664,51226,14349,16927,18485,34959,14018,14446,21438,21970,31813,21502,14230,12552,14787,88327,97355,142973,34455,51258,65210,23249,30277,25981,17559,37916,24404,59156,50850,44966,120331,50977,73446,29757,27113,19065,14092,191002,0
279493,187984,263465,49529,70175,40883,164635,62512,145936,53377,84439,79530,77741,144885,120440,108127,90886,95126,26985,107811,88570,120347,59194,104852,28998,50300,131494,110925,88698,109080,93049,96920,55796,43602,14614,40402,52287,63807,60732,80685,24290,10294,53601,22768,33979,26116,9889,41360,19769,12100,24701,27794,79920,57249,44937,25283,8947,10482,89790,46007,30323,72303,35136,35222,40559,18541,16417,24821,27393,23861,84696,83414,46724,46499,22656,17138,39431,20662,16128,15818,50719,57198,53139,34563,28886,25631,7793,11936,11058,23684,10904,10646,17738,22169,27332,15198,12284,10794,11885,67374,66239,81596,22485,35109,59384,16667,23445,17595,9310,18602,14575,49153,32238,30659,94348,25086,50756,18993,15135,11334,8856,189818,
295788,199733,278495,50660,70970,40993,168780,64344,149469,54047,83891,81285,79546,149010,123924,110316,96086,97429,24413,112042,91176,127015,61214,107486,30023,51631,136572,114226,94256,114362,94093,101580,55844,43525,14814,37042,49276,60710,59885,75546,26207,10502,49339,22493,31415,23739,10388,35847,18286,11437,22211,25565,84692,61017,44915,25245,8776,10610,92995,45794,30254,74304,36225,32100,41970,18419,16590,25531,28545,23777,87042,86988,47704,47993,22066,17743,42105,19800,17158,16602,52056,58542,52855,37005,30528,26412,8741,12609,12232,25896,10785,11604,18956,22990,28995,16047,12511,12187,13211,69671,66581,80382,25022,36473,59756,17119,23961,17693,9698,17922,15438,49442,33464,31894,96093,24759,50755,19705,15754,11324,8551,189376,
282476,188738,270987,50202,72824,41438,169389,65343,151075,54363,87601,82804,81306,151386,123651,111029,88927,89875,19930,112327,89287,130571,61999,108722,30649,52707,130684,108796,85540,97962,88931,88127,45188,41150,11637,31005,41694,55000,57421,71711,24175,10257,44237,22285,29149,21619,9409,32851,16982,9521,19448,26214,82779,59281,42979,23131,9006,9675,89716,44261,26609,73797,32872,31349,39001,17187,15778,24898,26025,20877,85995,87507,46937,48976,22056,18570,40497,17523,16909,16631,52140,58484,52892,37656,31507,26101,8160,12542,12574,25039,10948,12156,18881,23700,29230,16108,13580,12177,13681,68599,65287,82169,25388,36346,60791,17302,23073,17060,8960,18208,15557,49840,34105,32529,98829,26145,51090,19525,14837,11579,8432,0,
313419,214449,288857,51113,74785,42301,173602,68490,154056,55505,90462,85735,82349,149829,128314,113926,101290,102651,24758,114085,93063,131040,67932,108999,30599,53479,140417,118849,98120,116893,95782,102270,57536,45485,14545,35173,48723,59011,59521,66653,20645,9903,42924,18872,30919,23215,9126,35648,16845,12161,18357,22052,86699,61631,45082,23834,9701,10361,93522,47720,28190,79266,35363,32595,42677,19745,17806,26497,29365,23291,87109,89545,51509,50195,23099,18035,41882,20644,17045,16902,53303,60340,55243,37861,31384,26863,8344,12912,12868,25068,11465,11379,18746,23877,30647,16753,13876,11963,13537,68423,64920,82282,26207,37217,62105,17466,23274,17484,8911,16996,13468,49874,33422,32263,99650,26390,50756,19908,15192,11402,9090,191471,
342218,246956,315126,52124,82469,45425,188426,74581,170720,61738,101274,94676,89952,160410,143890,122943,114065,113963,31147,126774,101399,144470,69960,117899,32137,59177,161075,129766,110001,128066,109379,119613,65647,56314,16750,47533,65522,69739,71724,86507,25746,11828,57642,23810,43661,31857,11751,49136,20792,13503,25210,31303,97234,67086,53566,29046,10632,13020,105109,55546,35115,85435,40215,35313,50897,22027,19304,30614,32791,29523,97202,97901,55277,54396,25715,19750,45306,25951,18789,18925,59142,68079,59929,39709,33765,29407,9198,15089,13841,26658,11825,12107,20503,24515,31760,18197,14787,12176,14638,74306,73402,95569,27614,42843,66641,19580,27295,21158,10136,21536,17510,55590,38750,35296,109716,30135,58718,21244,17636,13553,10399,192892,
348719,274829,358015,54430,80679,60837,230812,84788,232064,73572,104918,120981,150559,189759,187544,150157,155212,152931,62809,151369,129335,176930,79498,126748,39491,74277,212187,156076,146433,189105,138863,158931,96294,76331,25247,81744,115639,103927,96986,123366,35770,18398,87631,32211,69282,48245,16799,78271,32103,22337,39695,49863,106189,78211,72132,40693,15367,22047,126384,77870,62102,103804,53840,48460,69903,31841,31068,37641,45936,48977,125393,109483,73812,64564,31627,27080,57417,45357,26143,29224,64863,83295,75137,45266,37090,50282,14253,19833,20311,35721,16244,15937,24471,25483,39834,23900,16573,14813,18534,93700,101226,144491,33330,55831,78981,25858,35058,27042,16415,36912,26637,70551,56381,48514,139485,49632,75549,29837,27878,20839,14805,191198,
277685,233367,285403,50957,70079,50562,173140,69568,203977,62331,92875,92251,157649,152707,168757,119106,144015,121903,60358,114469,107090,144838,70866,103288,37421,60309,176836,127744,132918,187019,118968,152332,88447,75534,25563,87106,144943,91971,94827,107749,34951,16123,76291,29731,61143,48153,15992,74042,29412,23113,36841,49067,89703,68886,68402,38066,16493,22060,114205,72147,58500,87875,48519,46102,63207,30509,29017,34664,45543,46379,101607,89222,64789,55703,28613,24360,55582,42004,26016,28081,56912,74488,62144,41340,32637,54595,16982,17738,19290,38640,13276,15691,22197,23498,33382,23471,15321,14088,16345,82409,94177,144912,32986,52425,68557,23985,32319,27047,18123,36403,25574,59142,49729,45368,124945,52618,69732,33156,26452,19896,13963,180779,143642
300594,199621,288010,50307,71503,41083,169722,66245,152356,54474,87055,84068,77857,145612,123957,110192,103301,103240,28454,115249,94769,130990,61392,107658,28975,52719,144905,124820,99854,122290,99580,109287,58718,50759,16463,42505,56170,67313,66117,76861,23812,10361,50398,21242,34903,27797,11260,40353,19883,12809,22291,29095,88811,61545,49209,26249,10911,11336,96034,46785,30231,81248,37478,37326,43838,20180,17443,26609,30238,26221,89047,89685,49745,49928,24025,19045,41910,20547,17650,16779,55805,59027,54706,37205,29689,26873,7837,12430,12530,25534,11050,12101,19566,23937,31352,16715,13380,12058,13833,71216,65285,83410,24792,37188,62088,18004,24555,18584,8970,17198,13897,50557,31789,32833,97956,26222,49171,19200,14931,11974,8762,180540,137045
306564,209250,296182,53186,74845,42052,177696,68594,155408,57686,94169,86851,81657,150304,126435,113620,107188,104659,25530,116152,93010,130340,69241,110310,31035,55468,139577,123602,100336,123736,99310,105257,57601,49711,15005,36280,50800,63335,63176,74071,24300,11637,46338,22028,30083,24401,9667,34508,18901,10683,21510,24380,87167,61376,47739,23312,9648,11019,95264,45778,27454,79752,37993,31899,44150,18776,17583,26128,30790,23106,88451,89703,48069,50368,23782,18254,41498,18260,16578,14837,56002,61013,55910,38548,30877,26527,7490,13797,13183,25415,11175,11757,19388,24079,32046,15937,14888,11337,13880,70833,67572,81533,26546,36230,63850,17780,23965,18442,9131,18485,15038,51982,33162,32112,103604,26577,50656,19983,15222,11702,8626,176321,0
334120,227088,304186,53994,74492,44381,179100,71363,154047,59017,97846,88704,85495,151844,131749,115910,111029,108848,27837,120878,97822,135804,67610,115084,32147,59401,150121,126555,107793,130377,102477,114362,60928,51452,16723,37715,55798,62517,67057,71546,23433,10645,44279,21783,31301,26064,10971,32996,19529,12933,20472,24551,92621,63859,49216,25585,10799,11137,99882,49917,28815,84030,39111,33554,45778,20091,18133,28504,30194,22587,92655,93978,50033,53865,24982,18720,45137,18969,17418,15590,57545,59082,56113,38593,32724,28029,8120,13557,13027,26732,11203,11725,19412,24239,33481,16636,14191,10959,13741,71686,67733,82762,26557,36531,65811,18862,25337,19422,9234,17770,15152,53332,34545,34112,108748,27593,50251,21000,15135,12053,8853,176780,134886
321911,231777,305427,54009,79164,43621,180977,74325,157813,61177,99259,91994,87471,151660,133755,120753,110163,107944,30365,125182,101650,140136,68159,115645,33123,60421,150854,127021,109889,129812,104429,116276,61289,51874,16885,39405,54938,63847,66891,72363,24054,11131,45185,22486,32394,25329,10845,33674,17779,13252,21311,24754,91392,65880,50954,26231,11304,11549,101720,53374,29639,85046,39603,37359,45241,21088,19781,27437,31709,23707,95913,97979,52800,56220,26495,19821,45971,18880,18925,16561,60636,61832,61007,39272,32145,31935,9005,14360,13724,27712,11959,11998,19970,24743,32926,16524,15086,11058,12792,72701,70812,85558,28316,37012,69289,19985,27897,20708,9143,18549,15399,55938,36522,34680,108494,27890,53028,22183,15822,12436,9805,177742,126711
319448,234526,314845,55720,77550,47936,196804,79943,171911,67459,116365,99094,94465,165474,150493,131806,117586,116235,31698,144983,108680,149147,75116,128484,34378,65178,170455,132829,110827,132700,108643,120087,63419,55404,17630,45223,67328,71758,76782,84059,32095,13197,54380,25085,40449,31377,12755,43489,19772,13409,23747,35821,98442,71563,58985,31550,11657,14919,108571,66092,35049,86283,42791,39785,49613,26096,22401,30120,35311,27453,108499,106240,61675,63368,30494,22983,49079,22189,22227,19068,71101,70265,69920,42052,35572,33762,11441,17102,15474,31359,13391,14171,21878,26001,36750,18492,16528,11792,13090,78478,79791,94889,30409,46444,74128,22693,33040,25719,10583,21336,18400,62180,42475,39827,121175,31522,62198,23644,18308,13918,10940,183168,125839
284476,229588,302190,56942,73393,62119,224976,87352,222601,81531,110086,119439,135084,179538,191878,153905,144278,137129,62526,163631,126693,156458,87184,137988,41202,81093,184075,144900,131554,178468,121180,148149,92890,73993,28592,77967,103544,101432,101546,127876,45088,21844,89459,41508,63827,48736,22035,72092,33027,25375,43147,65883,106099,75708,83231,48455,17009,27207,122444,87850,60827,98361,60221,57135,68012,44248,36842,44184,49098,51372,140089,119264,90154,82598,43892,37145,63688,42706,35870,33747,92575,100171,92125,53476,45300,52318,17490,35278,29095,41899,22719,22441,36844,31121,48628,28602,27896,18082,21249,101161,113290,147996,42606,65160,87419,36852,48048,39668,17640,39096,33499,84138,68818,59632,146993,52518,91474,30998,34904,23894,18609,199547,0
244657,204892,269814,64457,69229,72283,206925,90739,246253,88141,107383,125613,161191,160273,202837,154975,159092,134758,85165,157892,129713,147598,93949,131477,48765,83746,164237,150439,154497,201194,132828,164416,110928,90738,35409,100632,143648,122093,118489,170993,57380,29155,119292,56875,82525,62301,30189,96035,45387,34891,61855,87342,102500,75463,108069,63712,24618,38480,123212,105332,87665,103947,78138,72308,88638,61922,51549,56984,67793,75681,151392,124872,113328,101356,59001,50696,72416,54958,51372,50829,103701,128921,109004,63136,52415,66770,26296,56398,42381,51991,33590,32136,52058,38900,56308,40087,40822,26194,31129,118544,136341,183682,52758,86317,97521,52826,63084,55624,25450,60860,49746,99189,85450,75727,158830,65789,112687,40677,54157,36222,27634,214528,0
204007,176707,249349,67192,73966,76473,189251,99924,232849,104060,99237,123897,152150,124148,186969,159670,158045,137133,97867,141576,129951,138427,88517,125092,56018,78947,152962,152375,155051,216153,138785,182374,122861,100911,42361,109012,174357,135416,130783,181393,62082,29412,121579,63430,87336,69301,35012,100078,48220,42945,65793,95713,103134,78517,121436,74923,34046,40725,128795,109293,99226,116490,91947,89547,105884,77059,59773,68198,80007,88218,155256,130150,125336,119636,73762,62386,79967,53944,61136,61364,106727,138564,118692,78003,55745,70093,31572,67094,52747,62402,39890,38540,61808,47238,64422,49238,44554,28925,37303,123833,145243,204595,66949,99863,103864,63971,78296,61013,32154,63086,55112,116993,90101,86095,164301,78534,119780,51870,64387,47158,35251,215573,185680
